qID,dataset,video,_video_key,timestamp_start,question,answer,answer_format,_subtmpl,_nclasses,probe_pred,probe_correct,token_head_pred,token_head_conf,one_split_exact,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,token_head_correct
heico__2229399,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:20:13,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,,1,False,2,0.4318193907404704,False,0.0002542227157391608,0.336283802986145,0.43179693818092346,0.17999973893165588,0.04551105946302414,0.00479683093726635,0.0009445519535802305,0.000174724540556781,0.0001360756141366437,5.0059421482728794e-05,0.0,0.0,0.0,True
heico__2229415,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:21:46,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,,3,True,3,0.45005348565752984,False,0.00024890454369597137,0.0782034769654274,0.39715003967285156,0.45002996921539307,0.06901433318853378,0.004411938600242138,0.0006765926373191178,0.00010375884448876604,8.080746920313686e-05,2.7926313123316504e-05,0.0,0.0,0.0,True
heico__2229452,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:21:36,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,,1,False,2,0.4247628935126517,False,0.08362358063459396,0.37477490305900574,0.4246756136417389,0.09475793689489365,0.018658945336937904,0.0025252134073525667,0.00043881629244424403,0.00013383141777012497,0.0001424627989763394,6.321747787296772e-05,0.0,0.0,0.0,False
heico__2229669,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:10:31,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,,2,False,2,0.9349036890068806,False,3.3055475796572864e-05,0.008088408038020134,0.9348928928375244,0.05274305120110512,0.0038206935860216618,0.00031362162553705275,6.997845048317686e-05,1.0731541806308087e-05,1.294471076107584e-05,3.074638243560912e-06,0.0,0.0,0.0,False
heico__2229681,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:10:43,How many Clips appear in this frame? Please provide a number.,6,number,n_instances_per_class,,3,False,3,0.7169200123548031,False,1.6365882402169518e-05,0.0005769172566942871,0.07556124031543732,0.7169051170349121,0.12457942217588425,0.07556124031543732,0.006202444899827242,0.0003499180020298809,0.00018729758448898792,3.925971032003872e-05,0.0,0.0,0.0,False
heico__2229748,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:11:54,How many Clips appear in this frame? Please provide a number.,7,number,n_instances_per_class,,3,False,4,0.6154497416782292,False,4.561219611787237e-06,0.00010381288302596658,0.005324584897607565,0.29071250557899475,0.6154383420944214,0.08329052478075027,0.004698929376900196,0.00030039253761060536,8.606390474596992e-05,2.1760362869827077e-05,0.0,0.0,0.0,False
heico__2229835,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:13:26,How many Clips appear in this frame? Please provide a number.,8,number,n_instances_per_class,,5,False,5,0.6058226021546419,False,4.779407390742563e-06,4.259839988662861e-05,0.0004302285669837147,0.011095741763710976,0.28616294264793396,0.6058069467544556,0.0929035022854805,0.0028054427821189165,0.0006259788642637432,9.599696932127699e-05,0.0,0.0,0.0,False
heico__2229824,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:13:15,How many Clips appear in this frame? Please provide a number.,9,number,n_instances_per_class,,3,False,4,0.4370222987191494,False,1.863819852587767e-05,0.0005116870743222535,0.01495368778705597,0.3403443694114685,0.43701082468032837,0.1821732074022293,0.02175748720765114,0.002293222350999713,0.0007445003720931709,0.0001661204732954502,0.0,0.0,0.0,False
heico__2227032,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,02:26:42,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,,3,False,2,0.5773318005443129,False,4.554667611955665e-06,0.003889953950420022,0.5773203372955322,0.396786093711853,0.019754815846681595,0.0018374841893091798,0.0002486764278728515,7.12469918653369e-05,4.896729296888225e-05,1.8014061424764805e-05,0.0,0.0,0.0,False
heico__2227323,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,00:56:20,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,,2,True,2,0.7003243886388728,False,2.052802301477641e-05,0.29193630814552307,0.7003188133239746,0.006865684408694506,0.0007236377568915486,8.642621105536819e-05,2.326129651919473e-05,5.5250425248232204e-06,7.5518378253036644e-06,4.3029076550737955e-06,0.0,0.0,0.0,True
heico__2227272,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:06:55,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,,2,False,2,0.9933002423388202,False,6.1030336837575305e-06,0.0013178882654756308,0.9932979941368103,0.005212349351495504,0.00013890441914554685,1.8798666133079678e-05,3.4774038795148954e-06,6.042821496521356e-07,1.2017585504509043e-06,4.153166628384497e-07,0.0,0.0,0.0,False
heico__2227174,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:09:24,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,,2,False,2,0.3587398452406941,False,1.9644699932541698e-05,0.11646052449941635,0.3587236702442169,0.31657251715660095,0.1694490611553192,0.03336649760603905,0.004515664651989937,0.000475947541417554,0.0002886767906602472,8.270727994386107e-05,0.0,0.0,0.0,False
heico__2226859,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:12:08,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,,4,False,5,0.5022377318219536,False,5.764913566963514e-06,0.0002451303880661726,0.0008555891108699143,0.015165679156780243,0.3046107888221741,0.5022183060646057,0.16304640471935272,0.01042320765554905,0.00298629910685122,0.00040415165130980313,0.0,0.0,0.0,True
heico__2227156,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:10:36,How many different foreign object instances appear in this frame? Please provide a number.,6,number,n_instances_total,,3,False,3,0.6893018067650117,False,1.0814651432156097e-05,0.009832040406763554,0.05657948926091194,0.6892792582511902,0.19748182594776154,0.03431719169020653,0.011141161434352398,0.0007122306269593537,0.0004895085003226995,0.0001237671240232885,0.0,0.0,0.0,False
heico__2227056,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:11:07,How many different foreign object instances appear in this frame? Please provide a number.,7,number,n_instances_total,,3,False,4,0.45932466595310917,False,7.671257662877906e-06,0.0011385156540200114,0.03327230364084244,0.40533962845802307,0.45930999517440796,0.09044349193572998,0.009532674215734005,0.0006094034761190414,0.0002540371788199991,6.033911995473318e-05,0.0,0.0,0.0,False
heico__2227332,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:11:47,How many different foreign object instances appear in this frame? Please provide a number.,8,number,n_instances_total,,5,False,5,0.5926469252106503,False,3.2133991680893814e-06,9.390928607899696e-05,0.001144049339927733,0.062462978065013885,0.2470458596944809,0.5926322340965271,0.09088309854269028,0.004524802789092064,0.0010096201440319419,0.0001754456607159227,0.0,0.0,0.0,False
heico__2227450,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,02:26:11,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,,1,True,1,0.9971203563484446,True,1.0100905456056353e-05,0.9971187113232923,0.002800701418891549,5.812669769511558e-05,7.866592568461783e-06,1.367008962915861e-06,5.698540803678043e-07,2.0963760505310347e-07,3.9165462339951773e-07,3.050209329558129e-07,6.206210561730159e-11,1.670379056129776e-11,3.1206789433292265e-11,True
heico__2227836,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,00:56:33,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,,2,True,2,0.9989621252966435,False,1.06659501852846e-06,0.0009109348175115883,0.998961329460144,0.00012328161392360926,2.2579818050871836e-06,1.853464368650748e-07,6.818513753614752e-08,2.356415329529682e-08,3.220837996309456e-08,2.356415329529682e-08,0.0,0.0,0.0,True
heico__2229366,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,02:26:02,How many External drains appear in this frame? Please provide a number.,1,number,n_instances_per_class,,1,True,1,0.8511082782563949,True,5.6220807891804725e-05,0.851101753184557,0.1478992998600006,0.0007761043380014598,0.0001190194598166272,2.3436321498593315e-05,7.60865941629163e-06,2.62948219642567e-06,4.335283392720157e-06,1.923770469147712e-06,1.548121263875986e-09,2.230280199902956e-10,5.026014152272932e-10,True
heico__2229772,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:12:18,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,,2,True,2,0.7238298514275984,False,0.00010121909872395918,0.03603649511933327,0.7238123416900635,0.20737572014331818,0.02806524932384491,0.0037982186768203974,0.0005824756808578968,0.00011469626042526215,6.535196007462218e-05,2.40416411543265e-05,0.0,0.0,0.0,True
heico__2229773,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:12:19,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,,3,True,3,0.6077424303490351,False,3.32807467202656e-05,0.0015064016915857792,0.1356019526720047,0.6077257990837097,0.19729967415332794,0.04988516867160797,0.006751223932951689,0.0008063186542131007,0.0002966280735563487,6.618667248403654e-05,0.0,0.0,0.0,True
heico__2229624,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:09:43,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,,1,False,1,0.9566429873133544,True,5.9363446780480444e-05,0.956636426767523,0.0420316718518734,0.0011201060842722654,0.00011805831309175119,1.8104828996001743e-05,4.8728484216553625e-06,1.3960944897917216e-06,1.9082349353993777e-06,1.2320490441197762e-06,1.123483295266826e-09,1.5204694438283604e-10,3.218833535116294e-10,False
heico__2229668,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:10:30,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,,2,False,2,0.6932847054367643,False,1.7933680283022113e-05,0.00220653903670609,0.6932739019393921,0.2889995574951172,0.012697754427790642,0.00220653903670609,0.0004923453670926392,4.041416832478717e-05,4.041416832478717e-05,9.017619959195144e-06,0.0,0.0,0.0,False
heico__2229697,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:10:59,How many Clips appear in this frame? Please provide a number.,6,number,n_instances_per_class,,5,False,4,0.4726914455572241,False,9.52251320995856e-06,9.034707909449935e-05,0.001504414132796228,0.07248672842979431,0.47267284989356995,0.41713231801986694,0.03424030542373657,0.001504414132796228,0.00026142795104533434,5.833246177644469e-05,0.0,0.0,0.0,False
heico__2229718,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:11:24,How many Clips appear in this frame? Please provide a number.,7,number,n_instances_per_class,,3,False,3,0.6341363050542309,False,1.64031680469634e-05,0.0005782315856777132,0.052050746977329254,0.6341079473495483,0.2643355131149292,0.04593462496995926,0.00259145419113338,0.00024104279873427004,7.825513603165746e-05,2.106208194163628e-05,0.0,0.0,0.0,False
heico__2229810,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:12:56,How many Clips appear in this frame? Please provide a number.,8,number,n_instances_per_class,,4,False,5,0.6297467983005247,False,5.288567535899347e-06,4.15978065575473e-05,0.00019845204951707274,0.003744515124708414,0.29746371507644653,0.6297306418418884,0.06637311726808548,0.0020042946562170982,0.0003482941829133779,6.442794256145135e-05,0.0,0.0,0.0,False
heico__2229822,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:13:13,How many Clips appear in this frame? Please provide a number.,9,number,n_instances_per_class,,3,False,3,0.6613166902998716,False,1.5096529750735499e-05,0.0006030287477187812,0.04790451005101204,0.66130131483078,0.24327918887138367,0.042275577783584595,0.003932241350412369,0.00046963925706222653,0.0001524695398984477,4.368325608083978e-05,0.0,0.0,0.0,False
heico__2226873,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,00:04:16,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,,1,True,1,0.9363739979134464,True,0.00027720342040993273,0.9363562194949415,0.0598592646420002,0.002630032831802964,0.0006649763672612607,0.00012300827074795961,3.3107226045103744e-05,1.2964976122020744e-05,1.563874502608087e-05,8.370817340619396e-06,1.84935050039916e-07,1.5180391560482015e-08,2.664242047862266e-08,True
heico__2227155,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:06:43,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,,2,True,2,0.7790893617362439,False,1.8932012608274817e-05,0.04980418458580971,0.7790685296058655,0.15340767800807953,0.016169050708413124,0.0011712821433320642,0.00026134838117286563,2.7545916964299977e-05,3.322671545902267e-05,1.1482845366117544e-05,0.0,0.0,0.0,True
heico__2227254,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:20:22,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,,1,False,1,0.9731112147743916,True,5.006114224670455e-05,0.9731028140876804,0.02593231201171875,0.0006910727242939174,0.00015419916599057615,3.898765135090798e-05,1.117015017371159e-05,3.4067036267515505e-06,4.956724296789616e-06,2.341390654692077e-06,3.555208069075468e-08,3.306858610093141e-09,6.5764737121581844e-09,False
heico__2227280,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:22:00,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,,2,False,2,0.3655712715524003,True,2.4147253498085774e-05,0.3655540299239726,0.3655545115470886,0.22172001004219055,0.043659258633852005,0.0027910429053008556,0.00048501056153327227,6.56390402582474e-05,7.437878230120987e-05,2.5704619474709034e-05,3.444408647113269e-07,2.6560424819425494e-08,4.962141182206514e-08,False
heico__2227047,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:07:13,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,,3,False,3,0.9028403970567985,False,2.0407026113389293e-06,9.83265636023134e-05,0.006893223617225885,0.9028341770172119,0.08397665619850159,0.005368447862565517,0.0007265404565259814,5.263041384750977e-05,3.192196163581684e-05,9.145794138021301e-06,0.0,0.0,0.0,False
heico__2227183,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:10:39,How many different foreign object instances appear in this frame? Please provide a number.,6,number,n_instances_total,,1,False,1,0.5155977690665107,True,3.4057757147820666e-05,0.5155851233337957,0.4550023376941681,0.02566947601735592,0.00306578166782856,0.0004701528523582965,9.854938980424777e-05,1.8229804481961764e-05,2.0657073037000373e-05,1.1056935363740195e-05,3.746143802315041e-08,4.762687736265394e-09,8.897872670279555e-09,False
heico__2226897,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:10:03,How many different foreign object instances appear in this frame? Please provide a number.,7,number,n_instances_total,,4,False,5,0.5718837548548819,False,2.0020540887344396e-06,1.5747375073260628e-05,0.00019184227858204395,0.017269091680645943,0.39304274320602417,0.5718737840652466,0.017269091680645943,0.00021738579380325973,8.512949716532603e-05,1.5747375073260628e-05,0.0,0.0,0.0,False
heico__2226881,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:10:06,How many different foreign object instances appear in this frame? Please provide a number.,8,number,n_instances_total,,6,False,6,0.8125766470096757,False,2.8446327178244246e-06,0.00011362845543771982,4.4497541239252314e-05,0.0001873416331363842,0.0022822886239737272,0.05194464325904846,0.812550961971283,0.10996681451797485,0.02165374904870987,0.0012216209433972836,0.0,0.0,0.0,False
heico__2227364,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,00:03:57,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,,1,True,1,0.9946614640507402,True,5.447011790238321e-05,0.9946560856952893,0.005219475831836462,5.7983139413408935e-05,4.200284365651896e-06,1.061998318618862e-06,4.7125885771492904e-07,1.96449931877396e-07,3.2389118587161647e-07,3.2389118587161647e-07,1.4851157060868468e-10,2.580744225986954e-11,4.529346908416993e-11,True
heico__2227795,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:21:27,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,,1,False,1,0.9977722668786504,True,7.394802651106147e-06,0.9977693554835632,0.002182611497119069,3.113328421022743e-05,4.774443823407637e-06,8.296738656099478e-07,3.4585954722388124e-07,1.4417570071145747e-07,2.693556382382667e-07,2.2330370086365292e-07,1.3147121931553515e-10,3.122715262526367e-11,6.210260265636855e-11,False
heico__2228865,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,00:03:59,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,,1,True,1,0.9827203709733767,True,0.0010154291521757841,0.9827073141931756,0.01588398404419422,0.00029092535260133445,5.728659380110912e-05,1.641288326936774e-05,6.841908088972559e-06,3.2318885132553987e-06,3.44032741850242e-06,1.8414744999972754e-06,4.288006090628489e-09,5.121292588573381e-10,1.018490708676958e-09,True
heico__2229670,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:20:34,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,,3,False,3,0.4212850459839841,False,4.883787187281996e-05,0.07320404797792435,0.2555072605609894,0.4212602376937866,0.22548435628414154,0.020973311737179756,0.0028384290635585785,0.00033900202834047377,0.00021887614275328815,6.67534550302662e-05,0.0,0.0,0.0,False
heico__2229408,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:21:24,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,,1,False,1,0.9448907221525229,True,0.0056[redacted-port]262011528,0.9448757608380788,0.047042593359947205,0.002066907472908497,0.0002468568563926965,8.014269405975938e-05,2.7696574761648662e-05,8.991761205834337e-06,1.018900002236478e-05,6.5785129663709085e-06,9.890386256443051e-09,9.199492888638623e-10,1.9475323076835617e-09,False
heico__2229725,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:21:20,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,,2,False,2,0.5958093973224813,False,0.19341914355754852,0.13293489813804626,0.5957728624343872,0.07115492969751358,0.005840752273797989,0.0006156106828711927,0.00012903900642413646,2.8792497687391005e-05,3.0649454856757075e-05,1.2002498806396034e-05,0.0,0.0,0.0,False
heico__2229492,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:07:07,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,,3,False,3,0.9742184743905655,False,4.379287929623388e-06,6.435316754505038e-05,0.013896414078772068,0.9742138981819153,0.0108225392177701,0.0008883680566214025,8.263110066764057e-05,1.2671889635385014e-05,7.220225597848184e-06,2.82748101199104e-06,0.0,0.0,0.0,False
heico__2229629,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:09:48,How many Clips appear in this frame? Please provide a number.,6,number,n_instances_per_class,,3,False,3,0.49174682056438607,False,3.9180085877887905e-05,0.0216047540307045,0.4339430630207062,0.4917219281196594,0.045737262815237045,0.006189865525811911,0.0005757471662946045,6.87631982145831e-05,5.0308226491324604e-05,1.8507362256059423e-05,0.0,0.0,0.0,False
heico__2229742,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:11:48,How many Clips appear in this frame? Please provide a number.,7,number,n_instances_per_class,,5,False,5,0.6542736440009984,False,3.5475466120260535e-06,3.161894346703775e-05,8.074178913375363e-05,0.0014311826089397073,0.060855425894260406,0.6542575359344482,0.2727351188659668,0.009332481771707535,0.0011146061588078737,0.00013312071678228676,0.0,0.0,0.0,False
heico__2229834,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:13:25,How many Clips appear in this frame? Please provide a number.,8,number,n_instances_per_class,,4,False,5,0.519014131182786,False,9.227133887179662e-06,0.00012737665383610874,0.001871786080300808,0.05470160394906998,0.31478601694107056,0.5189943909645081,0.10219604521989822,0.005765507463365793,0.0012864585733041167,0.00022355295368470252,0.0,0.0,0.0,False
heico__2229735,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:11:41,How many Clips appear in this frame? Please provide a number.,9,number,n_instances_per_class,,5,False,5,0.6852914491914728,False,4.482028089114465e-06,3.5253880923846737e-05,0.00014842436939943582,0.003173453500494361,0.15290555357933044,0.6852750778198242,0.15290555357933044,0.004617347382009029,0.000802374619524926,0.00010858959285542369,0.0,0.0,0.0,False
heico__2227077,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,00:51:37,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,,1,True,1,0.9115570113135161,True,2.0809293346246704e-05,0.9115479469104977,0.08478717505931854,0.002560351276770234,0.0008312242571264505,0.00014444511907640845,4.991889727534726e-05,1.7251508324989118e-05,2.21513764699921e-05,8.674604032421485e-06,7.989025966101667e-08,8.963438638442375e-09,1.8975598894834664e-08,True
heico__2227324,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:19:56,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,,2,True,2,0.45661390327302936,False,4.6714587369933724e-05,0.27694010734558105,0.4565970301628113,0.21568118035793304,0.042470138520002365,0.006513006519526243,0.0012824871810153127,0.00022286285820882767,0.00015317123325075954,5.6348548241658136e-05,0.0,0.0,0.0,True
heico__2227188,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:12:40,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,,3,True,3,0.6476977477499991,False,6.9842999437241815e-06,0.0005212161340750754,0.1637612283229828,0.6476882100105286,0.1637612283229828,0.022162672132253647,0.0018192230490967631,0.00016921407950576395,7.508830458391458e-05,2.0209741705912165e-05,0.0,0.0,0.0,True
heico__2227123,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:12:20,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,,3,False,3,0.5332573512673989,False,7.859488505346235e-06,0.0019231535261496902,0.09266271442174911,0.5332371592521667,0.2854212820529938,0.07216580212116241,0.012540536001324654,0.0013217628002166748,0.000550992670468986,0.0001308722421526909,0.0,0.0,0.0,False
heico__2226972,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:09:34,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,,2,False,2,0.9377518670205659,False,1.2197488103993237e-05,0.01717534288764,0.9377419352531433,0.041201505810022354,0.003382025519385934,0.00035646287142299116,9.012792725116014e-05,8.923872883315198e-06,1.6671991033945233e-05,4.2153392314503435e-06,0.0,0.0,0.0,False
heico__2227288,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:12:02,How many different foreign object instances appear in this frame? Please provide a number.,6,number,n_instances_total,,4,False,4,0.5308379807235805,False,6.093248430261156e-06,0.0005484967259690166,0.00757176335901022,0.1723325401544571,0.5308216214179993,0.2507423758506775,0.03393428772687912,0.0027854961808770895,0.001024726778268814,0.0002017806691583246,0.0,0.0,0.0,False
heico__2227045,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:12:12,How many different foreign object instances appear in this frame? Please provide a number.,7,number,n_instances_total,,6,False,6,0.56379621789598,False,1.973716280190274e-06,5.090281047159806e-05,4.781876123161055e-05,0.0003118175081908703,0.013258818536996841,0.3874794840812683,0.5637792944908142,0.031806252896785736,0.0029584423173218966,0.00027517799753695726,0.0,0.0,0.0,False
heico__2227857,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,00:56:56,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,,1,True,1,0.9625396921399751,True,9.750548997544684e-06,0.9625329969773706,0.03732145577669144,0.00011878601071657613,7.593735062982887e-06,1.1645370250334963e-06,4.854512667407107e-07,1.8425653536269238e-07,3.1343091677626944e-07,3.1343091677626944e-07,5.990944091295143e-11,1.7164344015212313e-11,4.11751195667007e-11,True
heico__2227699,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,00:58:40,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,,1,False,1,0.9940119722854005,True,1.1410131264710799e-05,0.994009137012284,0.005910594016313553,5.794542812509462e-05,6.1074033510521986e-06,9.366005997435423e-07,3.904332004367461e-07,1.52895850646928e-07,2.3680971139583562e-07,2.3680971139583562e-07,5.4598812833189624e-11,1.6651697067407187e-11,3.525164329349253e-11,False
heico__2229431,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,00:58:04,How many Clips appear in this frame? Please provide a number.,1,number,n_instances_per_class,,2,False,2,0.4922049567854772,False,0.03565286844968796,0.15978506207466125,0.49217262864112854,0.2634410262107849,0.04577918350696564,0.0025826848577708006,0.0003495283890515566,7.799032755428925e-05,6.465625483542681e-05,2.8691038096440025e-05,0.0,0.0,0.0,False
heico__2229541,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:08:11,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,,2,True,2,0.9744491151995194,False,2.3679816877120174e-05,0.0024154072161763906,0.9744447469711304,0.02022395469248295,0.0027370150201022625,0.00012025603064103052,2.0897365175187588e-05,2.828151082212571e-06,5.6244493862323e-06,1.1075198926846497e-06,0.0,0.0,0.0,True
heico__2229593,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:09:10,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,,2,False,2,0.6990477517282574,False,0.00011076623923145235,0.1376434564590454,0.6990112066268921,0.1376434564590454,0.023918848484754562,0.001190849463455379,0.000265714421402663,5.928889731876552e-05,7.61284536565654e-05,2.8006090360577218e-05,0.0,0.0,0.0,False
heico__2229694,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:10:56,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,,2,False,3,0.4792197845065073,False,6.295164348557591e-05,0.02105444297194481,0.2564956247806549,0.4791968762874603,0.19975897669792175,0.034712906926870346,0.006835376378148794,0.0010482389479875565,0.0006357890670187771,0.00015101314056664705,0.0,0.0,0.0,False
heico__2229565,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:08:41,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,,4,False,4,0.8000632024491575,False,3.1737974950374337e-06,4.663861182052642e-05,0.0009367615566588938,0.06567205488681793,0.8000494241714478,0.1226915568113327,0.010071136057376862,0.00030412196065299213,0.00018445929163135588,2.3451368178939447e-05,0.0,0.0,0.0,False
