qID,dataset,video,_video_key,_source,timestamp_start,question,answer,answer_format,_subtmpl,_nclasses,fold
heico__716866,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:38:50,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Silicone loop,fo_class,,1,3.0
heico__716800,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:35:03,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1,3.0
heico__720316,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,00:53:53,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1,3.0
heico__720593,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:44:06,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Silicone loop",fo_class,,2,3.0
heico__720444,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:49:17,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,fo_class,,1,3.0
heico__720651,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:41:43,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"External drain, Silicone loop",fo_class,,2,3.0
heico__720461,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:22:13,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,fo_class,,1,3.0
heico__720621,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:20:57,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Needle, Silicone loop",fo_class,,2,3.0
heico__720633,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:20:17,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Needle, Silicone loop, Sponge",fo_class,,3,3.0
heico__720557,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:39:13,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Silicone loop,fo_class,,1,3.0
heico__720463,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:19:33,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Silicone loop, Sponge",fo_class,,2,3.0
heico__720473,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:36:07,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1,3.0
heico__775591,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:44:17,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,External drain,fo_class,,1,3.0
heico__775814,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:23:58,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Needle,fo_class,,1,3.0
heico__775832,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:38:56,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Silicone loop,fo_class,,1,3.0
heico__775686,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,01:04:49,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Sponge,fo_class,,1,3.0
heico__796458,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:42:03,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,External drain,fo_class,,1,3.0
heico__796407,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:21:14,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Needle,fo_class,,1,3.0
heico__796451,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:41:03,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Silicone loop,fo_class,,1,3.0
heico__701160,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:20:47,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Needle, Silicone loop",fo_class,,3,3.0
heico__701141,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:20:28,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Needle, Silicone loop, Sponge",fo_class,,4,3.0
heico__701225,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:24:30,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Silicone loop",fo_class,,2,3.0
heico__701290,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:42:24,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"External drain, Silicone loop",fo_class,,2,3.0
heico__701173,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:21:14,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Needle, Silicone loop",fo_class,,2,3.0
heico__701123,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:20:10,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Needle, Silicone loop, Sponge",fo_class,,3,3.0
heico__701096,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:19:41,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Silicone loop, Sponge",fo_class,,2,3.0
heico__716769,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:41:51,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,fo_class,,1,3.0
heico__716675,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,00:39:35,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle,fo_class,,1,3.0
heico__717155,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:24:19,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Silicone loop,fo_class,,1,3.0
heico__717024,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,01:05:33,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1,3.0
heico__720329,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,00:54:06,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1,3.0
heico__720613,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:38:48,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Silicone loop",fo_class,,2,3.0
heico__720247,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:49:15,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,fo_class,,1,3.0
heico__720229,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:43:53,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"External drain, Silicone loop",fo_class,,2,3.0
heico__720166,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,00:39:26,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,fo_class,,1,3.0
heico__720423,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:22:10,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Needle, Silicone loop",fo_class,,2,3.0
heico__720589,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:20:32,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Needle, Silicone loop, Sponge",fo_class,,3,3.0
heico__720523,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:28:10,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Silicone loop,fo_class,,1,3.0
heico__720206,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:19:30,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Silicone loop, Sponge",fo_class,,2,3.0
heico__720628,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,01:06:33,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1,3.0
heico__775609,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:50:20,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,External drain,fo_class,,1,3.0
heico__775493,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,00:40:07,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Needle,fo_class,,1,3.0
heico__775666,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:24:17,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Silicone loop,fo_class,,1,3.0
heico__775794,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,01:10:07,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Sponge,fo_class,,1,3.0
heico__796465,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:42:26,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,External drain,fo_class,,1,3.0
heico__796405,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:20:35,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Needle,fo_class,,1,3.0
heico__796440,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:24:29,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Silicone loop,fo_class,,1,3.0
heico__701238,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:39:07,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Silicone loop",fo_class,,2,3.0
heico__701354,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:43:28,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"External drain, Silicone loop",fo_class,,2,3.0
heico__701199,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:22:22,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Needle, Silicone loop",fo_class,,2,3.0
heico__701152,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:20:39,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Needle, Silicone loop, Sponge",fo_class,,3,3.0
heico__701083,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:19:28,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Silicone loop, Sponge",fo_class,,2,3.0
heico__717074,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:44:03,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,fo_class,,1,3.0
heico__717111,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:22:13,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle,fo_class,,1,3.0
heico__716774,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:41:33,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Silicone loop,fo_class,,1,3.0
heico__716804,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,01:10:45,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1,3.0
heico__720336,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,00:54:13,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1,3.0
heico__720399,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:41:08,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Silicone loop",fo_class,,2,3.0
heico__720273,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:41:50,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,fo_class,,1,3.0
heico__720547,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:43:30,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"External drain, Silicone loop",fo_class,,2,3.0
heico__720412,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:22:21,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,fo_class,,1,3.0
heico__720528,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:23:46,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Needle, Silicone loop",fo_class,,2,3.0
heico__720238,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:20:46,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Needle, Silicone loop, Sponge",fo_class,,3,3.0
heico__720304,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:37:51,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Silicone loop,fo_class,,1,3.0
heico__720285,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:19:29,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Silicone loop, Sponge",fo_class,,2,3.0
heico__720418,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,01:10:05,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1,3.0
heico__775602,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:49:02,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,External drain,fo_class,,1,3.0
heico__775811,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:22:54,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Needle,fo_class,,1,3.0
heico__775821,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:37:54,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Silicone loop,fo_class,,1,3.0
heico__775808,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,01:26:52,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Sponge,fo_class,,1,3.0
heico__796467,heico,0006 - Heico - Prokto - 7.avi,heico/0006 - Heico - Prokto - 7.avi,train_92,02:42:28,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,External drain,fo_class,,1,3.0
heico__819289,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:49:47,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, External drain, Silicone loop",fo_class,,3,1.0
heico__819123,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:33:36,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Needle, Silicone loop",fo_class,,3,1.0
heico__819104,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:32:59,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Silicone loop",fo_class,,2,1.0
heico__819306,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:50:08,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"External drain, Silicone loop",fo_class,,2,1.0
heico__819131,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:33:44,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Needle, Silicone loop",fo_class,,2,1.0
heico__819217,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:45:56,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Silicone loop, Sponge",fo_class,,2,1.0
heico__835943,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,01:04:25,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1,1.0
heico__836065,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:48:00,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,fo_class,,1,1.0
heico__835788,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,00:02:06,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle,fo_class,,1,1.0
heico__835950,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:32:06,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Silicone loop,fo_class,,1,1.0
heico__835908,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,00:12:51,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1,1.0
heico__840661,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,01:04:35,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1,1.0
heico__840837,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:49:53,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, External drain, Silicone loop",fo_class,,3,1.0
heico__840987,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:33:39,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Needle, Silicone loop",fo_class,,3,1.0
heico__840942,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:32:52,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Silicone loop",fo_class,,2,1.0
heico__840688,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:48:19,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,fo_class,,1,1.0
heico__840841,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:49:43,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"External drain, Silicone loop",fo_class,,2,1.0
heico__840514,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,00:02:21,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,fo_class,,1,1.0
heico__840619,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:33:59,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Needle, Silicone loop",fo_class,,2,1.0
heico__840579,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:32:48,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Silicone loop,fo_class,,1,1.0
heico__840651,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:36:36,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Silicone loop, Sponge",fo_class,,2,1.0
heico__840634,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,00:13:21,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1,1.0
heico__900103,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,01:35:28,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Clip,fo_class,,1,1.0
heico__900196,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:48:19,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,External drain,fo_class,,1,1.0
heico__900088,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,00:02:06,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Needle,fo_class,,1,1.0
heico__900158,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:36:44,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Silicone loop,fo_class,,1,1.0
heico__900094,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,00:17:00,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Sponge,fo_class,,1,1.0
heico__923751,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:49:52,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,External drain,fo_class,,1,1.0
heico__923727,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:33:44,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Needle,fo_class,,1,1.0
heico__923761,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:50:10,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Silicone loop,fo_class,,1,1.0
heico__923749,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:45:59,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge,fo_class,,1,1.0
heico__819294,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:49:53,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, External drain, Silicone loop",fo_class,,3,1.0
heico__819117,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:33:30,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Needle, Silicone loop",fo_class,,3,1.0
heico__819297,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:49:56,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Silicone loop",fo_class,,2,1.0
heico__819300,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:50:02,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"External drain, Silicone loop",fo_class,,2,1.0
heico__819183,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:35:33,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Needle, Silicone loop",fo_class,,2,1.0
heico__819205,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:36:35,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Silicone loop, Sponge",fo_class,,2,1.0
heico__836002,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,01:34:31,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1,1.0
heico__836154,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:48:15,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,fo_class,,1,1.0
heico__836104,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:33:55,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle,fo_class,,1,1.0
heico__835898,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:35:06,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Silicone loop,fo_class,,1,1.0
heico__835931,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,00:17:02,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1,1.0
heico__840769,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,01:33:58,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1,1.0
heico__840640,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:49:44,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, External drain, Silicone loop",fo_class,,3,1.0
heico__840540,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:33:31,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Needle, Silicone loop",fo_class,,3,1.0
heico__840663,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:46:21,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Silicone loop",fo_class,,2,1.0
heico__840859,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:49:40,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,fo_class,,1,1.0
heico__840922,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:50:09,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"External drain, Silicone loop",fo_class,,2,1.0
heico__840586,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:33:53,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,fo_class,,1,1.0
heico__840889,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:33:43,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Needle, Silicone loop",fo_class,,2,1.0
heico__840811,heico,0007 - Heico - Prokto - 8.avi,heico/0007 - Heico - Prokto - 8.avi,train_92,02:34:18,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Silicone loop,fo_class,,1,1.0
