qID,dataset,video,_video_key,timestamp_start,question,answer,answer_format,_subtmpl,_nclasses,probe_pred_set,probe_correct,token_head_answer,token_head_joint_logprob,token_head_mean_logprob,token_head_conf,n_gen_tokens,token_head_correct
heico__2219948,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,02:25:55,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,fo_class,,1.0,External drain,True,External drain,-1.9669670857136147e-05,-6.556556952378716e-06,0.9999934434645418,3,True
heico__2219728,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,00:51:18,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.00026664680677584675,-8.888226892528225e-05,0.9999111216809865,3,True
heico__2221809,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:07:07,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0,Clip,True,Clip,-0.0012727865140611482,-0.0006363932570305741,0.9993638091982089,2,True
heico__2222157,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,00:56:40,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,Sponge,False,Sponge,-0.08944620713164513,-0.02981540237721504,0.970624692022649,3,False
heico__2222033,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,02:26:29,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,fo_class,,1.0,External drain,True,External drain,-0.00013507117729867968,-4.502372576622656e-05,0.9999549772877865,3,True
heico__2221927,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,00:52:13,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.07416634963447297,-0.024722116544824323,0.9755809721763752,3,True
heico__2250760,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:21:28,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.40067678781530663,-0.20033839390765332,0.8184537464504528,2,True
heico__2250902,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:26:25,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.058867096685316644,-0.019622365561772215,0.9805688999828728,3,True
heico__2262230,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,00:58:49,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.04480769852599821,-0.022403849262999105,0.9778452532151785,2,True
heico__2262254,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:21:26,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.0019231402795705493,-0.0006410467598568498,0.999359158666719,3,True
heico__2211547,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:16:08,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,"Clip,Sponge",True,"Clip, Sponge",-0.004842120559068767,-0.0012105301397671918,0.9987902022562835,4,True
heico__2219668,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:20:01,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.5077317339343376,-0.2538658669671688,0.7757958549187345,2,True
heico__2219862,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,02:26:30,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,fo_class,,1.0,External drain,True,External drain,-1.6570181636475594e-05,-5.523393878825198e-06,0.9999944766213751,3,True
heico__2219914,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,00:58:51,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.0013503004768984394,-0.00045010015896614644,0.9995500011209145,3,True
heico__2222142,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:17:06,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0,Clip,True,Clip,-0.0031119462177388534,-0.0015559731088694267,0.9984452367896838,2,True
heico__2221818,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:20:26,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,Sponge,False,Sponge,-0.004893809345779888,-0.0016312697819266294,0.9983700600154397,3,False
heico__2222024,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,02:26:00,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,fo_class,,1.0,External drain,True,External drain,-0.00036818501091796606,-0.00012272833697265535,0.9998772791938416,3,True
heico__2221686,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,00:58:43,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.023513535781324035,-0.007837845260441345,0.9921927905568726,3,True
heico__2250693,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:09:43,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-4.4823660729727144e-05,-2.2411830364863572e-05,0.9999775884207783,2,True
heico__2250911,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:28:24,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-9.179156343711887e-06,-3.059718781237296e-06,0.9999969402858997,3,True
heico__2262256,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:21:31,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,fo_class,,1.0,Sponge,False,Sponge,-0.2117217569386305,-0.0705739189795435,0.9318588549242574,3,False
heico__2262243,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:20:28,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.004549038517614144,-0.001516346172538048,0.9984848028994491,3,True
heico__2211484,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,00:56:29,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,"Clip,Sponge",True,"Clip, Sponge",-0.000154144655894902,-3.85361639737255e-05,0.9999614645785347,4,True
heico__2219717,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:08:21,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.007187995308995369,-0.0035939976544976846,0.9964124530248498,2,True
heico__2219643,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,02:26:42,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,fo_class,,1.0,External drain,True,External drain,-0.02085662708364852,-0.00695220902788284,0.9930719016707396,3,True
heico__2219551,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:25:09,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.37687265318889357,-0.1256242177296312,0.8819462042673657,3,True
heico__2221850,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:12:41,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0,Clip,True,Clip,-0.007806271639261857,-0.0039031358196309285,0.9961044715142781,2,True
heico__2222158,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,00:56:41,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,Sponge,False,Sponge,-0.012718867393880562,-0.004239622464626854,0.9957693520473673,3,False
heico__2221780,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,02:25:58,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,fo_class,,1.0,External drain,True,External drain,-0.0003727167172471909,-0.00012423890574906363,0.9998757688115841,3,True
heico__2221910,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:15:14,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.01044414188732432,-0.003481380629108107,0.9965246723501553,3,True
heico__2250815,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:19:25,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.03297970519313912,-0.01648985259656956,0.983645360786338,2,True
heico__2250779,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,00:55:22,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.00506405533525995,-0.00168801844508665,0.9983134054567453,3,True
heico__2262220,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,00:58:32,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.0341560375592862,-0.0170780187796431,0.9830669839565062,2,True
heico__2262237,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:20:22,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.005188842472124446,-0.0017296141573748154,0.9982718807631891,3,True
heico__2211544,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,00:59:04,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,"Clip,Sponge",True,"Clip, Sponge",-8.571361921662365e-05,-2.1428404804155913e-05,0.9999785718247824,4,True
heico__2219754,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:13:44,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-5.9010210872913206e-05,-2.9505105436456603e-05,0.9999704953298348,2,True
heico__2219689,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,02:26:28,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,fo_class,,1.0,External drain,True,External drain,-3.3855873419840495e-05,-1.1285291139946832e-05,0.9999887147725387,3,True
heico__2219642,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:30:01,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.013669138688244674,-0.004556379562748225,0.9954539849870289,3,True
heico__2221871,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:19:37,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0,Clip,True,Clip,-0.0017114824388156497,-0.0008557412194078248,0.9991446248226896,2,True
heico__2222123,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,01:21:26,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,Sponge,False,Sponge,-0.0021726200490127913,-0.0007242066830042637,0.9992760554913623,3,False
heico__2221841,heico,0023 - Heico - Sigma - 4.avi,heico/0023 - Heico - Sigma - 4.avi,02:26:28,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,fo_class,,1.0,External drain,True,External drain,-0.0010182226953320708,-0.0003394075651106903,0.999660650027121,3,True
heico__2511990,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:22:09,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, External drain",fo_class,,2.0,"Clip,External drain,Silicone loop",False,"Clip, External drain",-0.17336762927702487,-0.03467352585540497,0.9659207129251599,5,True
heico__2511941,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:42:11,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,"Clip,Sponge",True,"Clip, Sponge",-0.00018359592467157175,-4.589898116789294e-05,0.9999541020721743,4,True
heico__2525216,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:51:09,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.004201560773589671,-0.0021007803867948353,0.9979014247079118,2,True
heico__2525247,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:24:08,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,fo_class,,1.0,"Clip,External drain",False,External drain,-0.23310063538128004,-0.07770021179376001,0.9252417615386118,3,True
heico__2525276,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:03:36,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle,fo_class,,1.0,Needle,True,Needle,-3.6120933789143834e-05,-1.2040311263047944e-05,0.9999879597612212,3,True
heico__2524799,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:13:38,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-1.9550507732416163e-05,-6.516835910805388e-06,0.9999934831853238,3,True
heico__2529192,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:32,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0,Clip,True,Clip,-0.006602841776009124,-0.003301420888004562,0.9967040228096419,2,True
heico__2529100,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:36,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,Sponge,False,Sponge,-0.3148510280032977,-0.10495034266776589,0.9003692314102535,3,False
heico__2528955,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:22:11,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,fo_class,,1.0,External drain,True,External drain,-0.003363805655220158,-0.0011212685517400527,0.9988793598349571,3,True
heico__2528956,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:04:53,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,fo_class,,1.0,Needle,True,Needle,-0.021305819760977177,-0.007101939920325726,0.9929232192600952,3,True
heico__2528805,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:13:44,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.0012355327775376262,-0.0004118442591792087,0.9995882405370263,3,True
heico__2569526,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:39,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.17288272268263113,-0.08644136134131557,0.9171893299599307,2,True
heico__2569390,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:20:20,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,External drain,fo_class,,1.0,External drain,True,External drain,-4.053187871417611e-05,-1.3510626238058703e-05,0.99998648946503,3,True
heico__2569405,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:10:20,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Needle,fo_class,,1.0,Needle,True,Needle,-4.410748580603812e-06,-1.4702495268679373e-06,0.9999985297515539,3,True
heico__2569412,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:14:17,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.005450050988197264,-0.0018166836627324214,0.9981849655082077,3,True
heico__2586624,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:26,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.002949999748610116,-0.001474999874305058,0.9985260874033657,2,True
heico__2586634,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:59:27,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.015678114338316288,-0.005226038112772096,0.9947875938669857,3,True
heico__2511958,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:40,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,"Clip,Sponge",True,"Clip, Sponge",-0.0015371353324035238,-0.00038428383310088095,0.9996157899944741,4,True
heico__2524907,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:48:47,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.0010689770707010614,-0.0005344885353505307,0.9994656542782014,2,True
heico__2524835,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:22:50,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,fo_class,,1.0,External drain,True,External drain,-0.0001471143500302105,-4.903811667673683e-05,0.9999509630856721,3,True
heico__2525039,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:12:17,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle,fo_class,,1.0,Needle,True,Needle,-1.7166230819798955e-05,-5.722076939932985e-06,0.9999942779394311,3,True
heico__2525193,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:28:35,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-9.286827188907399e-05,-3.095609062969133e-05,0.9999690443885051,3,True
heico__2528826,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:48:51,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0,Clip,True,Clip,-0.002896256530656797,-0.0014481282653283985,0.9985529197664522,2,True
heico__2528872,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:45,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,Sponge,False,Sponge,-0.28215691650422486,-0.09405230550140829,0.9102351506896484,3,False
heico__2529080,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:23:18,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,fo_class,,1.0,External drain,True,External drain,-0.000708580754919254,-0.00023619358497308464,0.9997638343065357,3,True
heico__2529234,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:11:19,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,fo_class,,1.0,Needle,True,Needle,-0.002421525145409629,-0.0008071750484698764,0.9991931506296773,3,True
heico__2528864,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:15:07,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.011385695095467233,-0.0037952316984890774,0.9962119610910222,3,True
heico__2569401,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:47,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.03183456707091247,-0.015917283535456236,0.9842087269546601,2,True
heico__2569554,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:23:16,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,External drain,fo_class,,1.0,"External drain,Specimen bag",False,External drain,-0.08601339506643157,-0.028671131688810525,0.9717359850959607,3,True
heico__2569389,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:11:34,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Needle,fo_class,,1.0,Needle,True,Needle,-1.0252027578986418e-05,-3.417342526328806e-06,0.9999965826633128,3,True
heico__2569437,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:17:21,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-7.62942273993781e-06,-2.5431409133126034e-06,0.9999974568623204,3,True
heico__2586631,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:51:08,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,fo_class,,1.0,Clip,True,Clip,-0.031088212984289185,-0.015544106492144593,0.9845760795969098,2,True
heico__2586636,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:59:29,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.008280056579722462,-0.002760018859907487,0.9972437864903948,3,True
heico__2511982,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:59:25,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,"Clip,Sponge",True,"Clip, Sponge",-0.002092054061906791,-0.0005230135154766978,0.9994771232322507,4,True
heico__2524814,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:58:48,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1.0,"Clip,Sponge",False,Clip,-0.2578918991210555,-0.12894594956052774,0.879021475758668,2,True
heico__2525262,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:24:03,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,fo_class,,1.0,Clip,False,Clip,-0.15559244430072589,-0.07779622215036294,0.9251529330114401,2,False
heico__2525017,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:06:16,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle,fo_class,,1.0,none,False,External drain,-0.8354905405243277,-0.27849684684144255,0.7569206544369821,3,False
heico__2525093,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:39:32,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.0001521225512105656,-5.070751707018854e-05,0.9999492937685343,3,True
heico__2529141,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:58:44,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0,Clip,True,Clip,-0.05216454183832556,-0.02608227091916278,0.9742549334626598,2,True
heico__2529270,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:59:25,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0,Sponge,False,Sponge,-0.05552500063449382,-0.018508333544831272,0.9816618938343028,3,False
heico__2529140,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:23:30,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,fo_class,,1.0,External drain,True,External drain,-0.006891292675298142,-0.0022970975584327142,0.9977055387511573,3,True
heico__2529075,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:09:56,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,fo_class,,1.0,Needle,True,Needle,-0.004008025085618308,-0.0013360083618727692,0.9986648836999872,3,True
heico__2528877,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:38:57,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.014892706444669578,-0.0049642354815565256,0.9950480659712141,3,True
heico__2569376,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:12,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Clip,fo_class,,1.0,Sponge,False,Sponge,-0.6677021934141192,-0.22256739780470639,0.8004610556142537,3,False
heico__2569408,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:20:03,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,External drain,fo_class,,1.0,External drain,True,External drain,-0.00010812851816396622,-3.604283938798874e-05,0.9999639578101474,3,True
heico__2569380,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:06:56,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Needle,fo_class,,1.0,Silicone loop,False,Silicone loop,-0.008613255599023652,-0.002153313899755913,0.997849002817448,4,False
heico__2569348,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:18,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.005547611103573303,-0.0018492037011911008,0.9981525050225515,3,True
heico__2586621,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:21,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,fo_class,,1.0,Sponge,False,Sponge,-0.07496654622931029,-0.02498884874310343,0.9753207880203558,3,False
heico__2586637,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:59:31,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge,fo_class,,1.0,Sponge,True,Sponge,-0.06729198139082143,-0.022430660463607144,0.9778190363613851,3,True
