split,dataset,id,primary_capability,answer_format,disposition,rule,question_changed,answer_changed,question,answer,flipped_question,flipped_answer
test,heico,2262230,1d,fo_class,invariant,closest_to_image_center,False,False,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip
test,heico,2262254,1d,fo_class,invariant,closest_to_image_center,False,False,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge
test,heico,2226873,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,1,How many different foreign object instances appear in this frame? Please provide a number.,1
test,heico,2227155,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,2,How many different foreign object instances appear in this frame? Please provide a number.,2
test,heico,2227254,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,3,How many different foreign object instances appear in this frame? Please provide a number.,3
test,heico,2227280,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,4,How many different foreign object instances appear in this frame? Please provide a number.,4
test,heico,2227047,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,5,How many different foreign object instances appear in this frame? Please provide a number.,5
test,heico,2227183,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,6,How many different foreign object instances appear in this frame? Please provide a number.,6
test,heico,2226897,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,7,How many different foreign object instances appear in this frame? Please provide a number.,7
test,heico,2226881,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,8,How many different foreign object instances appear in this frame? Please provide a number.,8
test,heico,2227364,3a,number,invariant,non_spatial,False,False,How many different foreign object classes appear in this frame? Please provide a number.,1,How many different foreign object classes appear in this frame? Please provide a number.,1
test,heico,2227795,3a,number,invariant,non_spatial,False,False,How many different foreign object classes appear in this frame? Please provide a number.,2,How many different foreign object classes appear in this frame? Please provide a number.,2
test,heico,2228865,3a,number,invariant,non_spatial,False,False,How many Sponges appear in this frame? Please provide a number.,1,How many Sponges appear in this frame? Please provide a number.,1
test,heico,2229670,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,2,How many Clips appear in this frame? Please provide a number.,2
test,heico,2229408,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,3,How many Clips appear in this frame? Please provide a number.,3
test,heico,2229725,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,4,How many Clips appear in this frame? Please provide a number.,4
test,heico,2229492,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,5,How many Clips appear in this frame? Please provide a number.,5
test,heico,2229629,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,6,How many Clips appear in this frame? Please provide a number.,6
test,heico,2229742,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,7,How many Clips appear in this frame? Please provide a number.,7
test,heico,2229834,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,8,How many Clips appear in this frame? Please provide a number.,8
test,heico,2229735,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,9,How many Clips appear in this frame? Please provide a number.,9
test,heico,2233600,3a,binary,invariant,non_spatial,False,False,Do External drains and Sponges co-occur in this frame? Please answer with yes or no.,no,Do External drains and Sponges co-occur in this frame? Please answer with yes or no.,no
test,heico,2234147,3a,binary,invariant,non_spatial,False,False,Do Clips and Sponges co-occur in this frame? Please answer with yes or no.,yes,Do Clips and Sponges co-occur in this frame? Please answer with yes or no.,yes
test,heico,2245809,3a,binary,invariant,non_spatial,False,False,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no
test,heico,2246139,3a,binary,invariant,non_spatial,False,False,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes
test,heico,2211547,1a,fo_class,invariant,non_spatial,False,False,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge"
test,heico,2219668,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip
test,heico,2219862,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain
test,heico,2219914,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge
test,heico,2222142,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip
test,heico,2221818,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge"
test,heico,2222024,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain
test,heico,2221686,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge
test,heico,2250693,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Clip,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Clip
test,heico,2250911,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Sponge,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge
test,heico,2244595,1d,open_ended,transformable,all_object_positions,False,True,"At timepoint 01:06:47 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 01:06:47. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Clip: top/right 2. Clip: top/right,"At timepoint 01:06:47 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 01:06:47. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Clip: top/left 2. Clip: top/left
test,heico,2262256,1d,fo_class,invariant,closest_to_image_center,False,False,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip
test,heico,2262243,1d,fo_class,invariant,closest_to_image_center,False,False,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge
test,heico,2227077,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,1,How many different foreign object instances appear in this frame? Please provide a number.,1
test,heico,2227324,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,2,How many different foreign object instances appear in this frame? Please provide a number.,2
test,heico,2227188,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,3,How many different foreign object instances appear in this frame? Please provide a number.,3
test,heico,2227123,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,4,How many different foreign object instances appear in this frame? Please provide a number.,4
test,heico,2226972,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,5,How many different foreign object instances appear in this frame? Please provide a number.,5
test,heico,2227288,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,6,How many different foreign object instances appear in this frame? Please provide a number.,6
test,heico,2227045,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,7,How many different foreign object instances appear in this frame? Please provide a number.,7
test,heico,2227857,3a,number,invariant,non_spatial,False,False,How many different foreign object classes appear in this frame? Please provide a number.,1,How many different foreign object classes appear in this frame? Please provide a number.,1
test,heico,2227699,3a,number,invariant,non_spatial,False,False,How many different foreign object classes appear in this frame? Please provide a number.,2,How many different foreign object classes appear in this frame? Please provide a number.,2
test,heico,2229431,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,1,How many Clips appear in this frame? Please provide a number.,1
test,heico,2229541,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,2,How many Clips appear in this frame? Please provide a number.,2
test,heico,2229593,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,3,How many Clips appear in this frame? Please provide a number.,3
test,heico,2229694,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,4,How many Clips appear in this frame? Please provide a number.,4
test,heico,2229565,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,5,How many Clips appear in this frame? Please provide a number.,5
test,heico,2229573,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,6,How many Clips appear in this frame? Please provide a number.,6
test,heico,2229766,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,7,How many Clips appear in this frame? Please provide a number.,7
test,heico,2229729,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,8,How many Clips appear in this frame? Please provide a number.,8
test,heico,2229821,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,9,How many Clips appear in this frame? Please provide a number.,9
test,heico,2233671,3a,binary,invariant,non_spatial,False,False,Do External drains and Sponges co-occur in this frame? Please answer with yes or no.,no,Do External drains and Sponges co-occur in this frame? Please answer with yes or no.,no
test,heico,2234576,3a,binary,invariant,non_spatial,False,False,Do Clips and Sponges co-occur in this frame? Please answer with yes or no.,yes,Do Clips and Sponges co-occur in this frame? Please answer with yes or no.,yes
test,heico,2246196,3a,binary,invariant,non_spatial,False,False,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no
test,heico,2245968,3a,binary,invariant,non_spatial,False,False,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes
test,heico,2211484,1a,fo_class,invariant,non_spatial,False,False,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge"
test,heico,2219717,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip
test,heico,2219643,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain
test,heico,2219551,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge
test,heico,2221850,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip
test,heico,2222158,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge"
test,heico,2221780,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain
test,heico,2221910,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge
test,heico,2250815,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Clip,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Clip
test,heico,2250779,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Sponge,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge
test,heico,2244629,1d,open_ended,transformable,all_object_positions,False,True,"At timepoint 01:22:17 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 01:22:17. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Clip: bottom/left 2. Clip: bottom/right 3. Clip: bottom/right 4. Sponge: bottom/right,"At timepoint 01:22:17 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 01:22:17. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Clip: bottom/right 2. Clip: bottom/left 3. Clip: bottom/left 4. Sponge: bottom/left
test,heico,2262220,1d,fo_class,invariant,closest_to_image_center,False,False,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip
test,heico,2262237,1d,fo_class,invariant,closest_to_image_center,False,False,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge
test,heico,2227217,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,1,How many different foreign object instances appear in this frame? Please provide a number.,1
test,heico,2227314,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,2,How many different foreign object instances appear in this frame? Please provide a number.,2
test,heico,2227082,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,3,How many different foreign object instances appear in this frame? Please provide a number.,3
test,heico,2227213,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,4,How many different foreign object instances appear in this frame? Please provide a number.,4
test,heico,2226943,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,6,How many different foreign object instances appear in this frame? Please provide a number.,6
test,heico,2227715,3a,number,invariant,non_spatial,False,False,How many different foreign object classes appear in this frame? Please provide a number.,1,How many different foreign object classes appear in this frame? Please provide a number.,1
test,heico,2227545,3a,number,invariant,non_spatial,False,False,How many different foreign object classes appear in this frame? Please provide a number.,2,How many different foreign object classes appear in this frame? Please provide a number.,2
test,heico,2229523,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,1,How many Clips appear in this frame? Please provide a number.,1
test,heico,2229752,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,2,How many Clips appear in this frame? Please provide a number.,2
test,heico,2229787,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,3,How many Clips appear in this frame? Please provide a number.,3
test,heico,2229470,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,4,How many Clips appear in this frame? Please provide a number.,4
test,heico,2229501,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,5,How many Clips appear in this frame? Please provide a number.,5
test,heico,2229680,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,6,How many Clips appear in this frame? Please provide a number.,6
test,heico,2229638,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,7,How many Clips appear in this frame? Please provide a number.,7
test,heico,2229838,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,8,How many Clips appear in this frame? Please provide a number.,8
test,heico,2229730,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,9,How many Clips appear in this frame? Please provide a number.,9
test,heico,2234287,3a,binary,invariant,non_spatial,False,False,Do Clips and Sponges co-occur in this frame? Please answer with yes or no.,no,Do Clips and Sponges co-occur in this frame? Please answer with yes or no.,no
test,heico,2234542,3a,binary,invariant,non_spatial,False,False,Do Clips and Sponges co-occur in this frame? Please answer with yes or no.,yes,Do Clips and Sponges co-occur in this frame? Please answer with yes or no.,yes
test,heico,2245798,3a,binary,invariant,non_spatial,False,False,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no
test,heico,2246119,3a,binary,invariant,non_spatial,False,False,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes
test,heico,2211544,1a,fo_class,invariant,non_spatial,False,False,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge"
test,heico,2219754,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip
test,heico,2219689,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain
test,heico,2219642,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge
test,heico,2221871,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip
test,heico,2222123,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge"
test,heico,2221841,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain
test,heico,2511990,1a,fo_class,invariant,non_spatial,False,False,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, External drain",Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, External drain"
test,heico,2511941,1a,fo_class,invariant,non_spatial,False,False,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge"
test,heico,2525216,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip
test,heico,2525247,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain
test,heico,2525276,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle
test,heico,2524799,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge
test,heico,2529192,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip
test,heico,2529100,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge"
test,heico,2528955,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain
test,heico,2528956,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle
test,heico,2528805,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge
test,heico,2569526,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Clip,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Clip
test,heico,2569390,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,External drain,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,External drain
test,heico,2569405,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Needle,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Needle
test,heico,2569412,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Sponge
test,heico,2681470,1a,open_ended,invariant,non_spatial,False,False,Which foreign object is partially occluded by an instrument in this frame? Please provide the class name(s) or answer 'none'.,Needle.,Which foreign object is partially occluded by an instrument in this frame? Please provide the class name(s) or answer 'none'.,Needle.
test,heico,2681475,1c,open_ended,invariant,non_spatial,False,False,Is the external drain currently grasped by an instrument in this frame? Please answer with 'yes' or 'no'.,No.,Is the external drain currently grasped by an instrument in this frame? Please answer with 'yes' or 'no'.,No.
test,heico,2681465,1c,open_ended,invariant,non_spatial,False,False,Which foreign object class is partially occluded by an instrument in this frame? Please provide the class name(s) or answer 'none'.,Sponge.,Which foreign object class is partially occluded by an instrument in this frame? Please provide the class name(s) or answer 'none'.,Sponge.
test,heico,2561930,1d,open_ended,transformable,all_object_positions,False,True,"At timepoint 00:14:16 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 00:14:16. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Sponge: bottom/left,"At timepoint 00:14:16 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 00:14:16. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Sponge: bottom/right
test,heico,2586624,1d,fo_class,invariant,closest_to_image_center,False,False,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip
test,heico,2586634,1d,fo_class,invariant,closest_to_image_center,False,False,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge
test,heico,2595415,1d,multiple_choice,transformable,object_center_quadrant,False,True,Where is the center of the External drain located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,bottom/right,Where is the center of the External drain located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,bottom/left
test,heico,2595414,1d,multiple_choice,transformable,object_center_quadrant,False,True,Where is the center of the External drain located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/left,Where is the center of the External drain located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/right
test,heico,2595413,1d,multiple_choice,transformable,object_center_quadrant,False,True,Where is the center of the External drain located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/right,Where is the center of the External drain located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/left
test,heico,2681967,1e,open_ended,excluded_situs,anatomy_relative,False,False,In which abdominal quadrant is the sponge located before being not visible for more than 1 minute? Please provide an abdominal quadrant.,Lower left abdominal quadrant.,In which abdominal quadrant is the sponge located before being not visible for more than 1 minute? Please provide an abdominal quadrant.,Lower left abdominal quadrant.
test,heico,2681965,1e,open_ended,excluded_situs,anatomy_relative,False,False,Which structure is the sponge in contact with before becoming not visible for over 1 minute? Please provide an anatomical structure.,Descending colon.,Which structure is the sponge in contact with before becoming not visible for over 1 minute? Please provide an anatomical structure.,Descending colon.
test,heico,2536885,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,1,How many different foreign object instances appear in this frame? Please provide a number.,1
test,heico,2537108,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,2,How many different foreign object instances appear in this frame? Please provide a number.,2
test,heico,2536988,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,3,How many different foreign object instances appear in this frame? Please provide a number.,3
test,heico,2536973,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,4,How many different foreign object instances appear in this frame? Please provide a number.,4
test,heico,2537086,3a,number,invariant,non_spatial,False,False,How many different foreign object instances appear in this frame? Please provide a number.,5,How many different foreign object instances appear in this frame? Please provide a number.,5
test,heico,2537351,3a,number,invariant,non_spatial,False,False,How many different foreign object classes appear in this frame? Please provide a number.,1,How many different foreign object classes appear in this frame? Please provide a number.,1
test,heico,2537806,3a,number,invariant,non_spatial,False,False,How many different foreign object classes appear in this frame? Please provide a number.,2,How many different foreign object classes appear in this frame? Please provide a number.,2
test,heico,2538846,3a,number,invariant,non_spatial,False,False,How many Sponges appear in this frame? Please provide a number.,1,How many Sponges appear in this frame? Please provide a number.,1
test,heico,2540101,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,2,How many Clips appear in this frame? Please provide a number.,2
