qID,answer_format,k,n_unique,entropy,mode_share,n_unparsed,zero_advantage,pass_at_k,greedy_correct,n_correct
heico__79768,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1775781,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__131765,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1497923,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1900015,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2973366,fo_class,8,3.0,1.2987949406953985,0.625,0.0,True,False,False,0
heico__1267509,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4202569,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__263210,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1072841,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1622750,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3343059,fo_class,8,2.0,1.0,0.5,0.0,False,True,True,4
heico__1708102,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__496843,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2172082,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__492199,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__819117,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__813835,fo_class,8,4.0,1.6644977792004614,0.5714285714285714,1.0,False,True,True,4
heico__496458,fo_class,8,3.0,1.5,0.5,0.0,False,True,False,2
lapchole__2099042,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1219245,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__1751295,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__720194,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1829493,fo_class,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__1708391,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__900074,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1831542,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__134028,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__1533855,fo_class,8,3.0,1.2987949406953985,0.625,0.0,False,True,False,2
heico__1454632,fo_class,8,1.0,0.0,1.0,0.0,True,False,False,0
lapchole__3520127,fo_class,8,3.0,1.4056390622295665,0.5,0.0,True,False,False,0
heico__433634,fo_class,8,3.0,1.2987949406953985,0.625,0.0,False,True,True,1
heico__796465,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__78214,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3320289,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__188491,fo_class,8,1.0,0.0,1.0,0.0,True,True,False,8
lapchole__4982908,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4634081,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1886582,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__947364,fo_class,8,3.0,1.2987949406953985,0.625,0.0,False,True,True,5
heico__591181,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__47520,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1064435,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__291322,number,8,4.0,1.75,0.5,0.0,False,True,False,4
heico__620269,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1461833,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2751604,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,True,5
heico__852570,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1343591,number,8,2.0,0.954434002924965,0.625,0.0,False,True,True,5
lapchole__3452516,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1118136,number,8,2.0,0.5435644431995964,0.875,0.0,True,False,False,0
heico__140214,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__392083,number,8,4.0,1.75,0.5,0.0,False,True,True,4
lapchole__2227084,number,8,2.0,0.954434002924965,0.625,0.0,False,True,True,5
heico__1462284,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__3361384,number,8,4.0,1.75,0.5,0.0,False,True,True,2
lapchole__362150,number,8,4.0,1.9056390622295665,0.375,0.0,False,True,True,3
lapchole__1597909,number,8,5.0,2.1556390622295662,0.375,0.0,False,True,False,2
lapchole__2299925,number,8,2.0,0.954434002924965,0.625,0.0,False,True,True,3
heico__1837454,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__3540526,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,True,4
lapchole__406482,number,8,5.0,2.1556390622295662,0.375,0.0,False,True,False,3
lapchole__3961873,number,8,4.0,1.9056390622295665,0.375,0.0,False,True,False,3
lapchole__2370509,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
lapchole__4876276,number,8,3.0,1.561278124459133,0.375,0.0,False,True,True,3
lapchole__2862013,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,False,1
lapchole__3682477,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,True,4
lapchole__4125335,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,False,4
lapchole__1637995,number,8,6.0,2.5,0.25,0.0,False,True,True,2
lapchole__2587847,number,8,2.0,1.0,0.5,0.0,False,True,True,4
lapchole__4539082,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,False,2
lapchole__970071,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,False,4
lapchole__890169,number,8,2.0,0.954434002924965,0.625,0.0,False,True,True,5
lapchole__4005745,number,8,4.0,1.75,0.5,0.0,False,True,False,4
heico__1461589,number,8,4.0,1.9056390622295665,0.375,0.0,False,True,False,2
heico__1718498,number,8,2.0,0.954434002924965,0.625,0.0,False,True,False,5
lapchole__3115655,number,8,4.0,1.811278124459133,0.375,0.0,False,True,False,3
lapchole__971525,number,8,5.0,2.1556390622295662,0.375,0.0,False,True,True,1
heico__504842,number,8,3.0,1.561278124459133,0.375,0.0,False,True,True,3
lapchole__3802751,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,True,4
lapchole__4769248,number,8,5.0,2.1556390622295662,0.375,0.0,False,True,False,3
heico__1541869,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4124046,number,8,2.0,0.954434002924965,0.625,0.0,False,True,False,3
lapchole__4578066,number,8,3.0,1.2987949406953985,0.625,0.0,True,False,False,0
lapchole__4537875,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
lapchole__1756180,number,8,2.0,1.0,0.5,0.0,False,True,False,4
heico__1461583,number,8,3.0,1.061278124459133,0.75,0.0,False,True,True,6
lapchole__2585939,number,8,3.0,1.4056390622295665,0.5,0.0,True,False,False,0
lapchole__2370769,number,8,4.0,1.75,0.5,0.0,False,True,False,4
lapchole__2301690,number,8,4.0,1.9056390622295665,0.375,0.0,False,True,True,2
heico__977468,number,8,3.0,1.5,0.5,0.0,False,True,False,2
heico__1064434,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__232781,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__392653,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,False,2
lapchole__3960095,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,False,1
heico__1908682,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,False,2
lapchole__3543077,number,8,4.0,1.811278124459133,0.375,0.0,False,True,True,3
lapchole__4249877,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1063171,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1632286,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,True,5
heico__1063206,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,False,1
lapchole__265276,number,8,4.0,1.9056390622295665,0.375,0.0,True,False,False,0
heico__1905794,number,8,2.0,0.954434002924965,0.625,0.0,True,False,False,0
lapchole__3116855,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1721296,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,False,3
lapchole__454217,number,8,4.0,2.0,0.25,0.0,False,True,False,2
lapchole__4247380,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1539169,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,True,5
lapchole__4124000,number,8,4.0,1.5487949406953985,0.625,0.0,True,False,False,0
heico__83846,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__4538028,number,8,4.0,1.75,0.5,0.0,False,True,False,1
lapchole__2390681,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3322852,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4176275,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,False,4
heico__975039,number,8,2.0,0.954434002924965,0.625,0.0,False,True,False,5
heico__1464032,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,False,1
heico__853349,number,8,4.0,1.75,0.5,0.0,False,True,True,4
lapchole__2136752,number,8,5.0,2.1556390622295662,0.375,0.0,False,True,False,1
lapchole__291311,number,8,2.0,0.5435644431995964,0.875,0.0,True,False,False,0
lapchole__4439600,number,8,4.0,1.9056390622295665,0.375,0.0,False,True,False,3
lapchole__1272515,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__1272236,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
lapchole__289713,number,8,3.0,1.4056390622295665,0.5,0.0,True,False,False,0
lapchole__891061,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1836832,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,True,5
lapchole__2370655,number,8,3.0,1.561278124459133,0.375,0.0,True,False,False,0
heico__977466,number,8,5.0,2.25,0.25,0.0,True,False,False,0
lapchole__4799583,number,8,4.0,1.9056390622295665,0.375,0.0,False,True,True,3
lapchole__3322438,number,8,4.0,1.9056390622295665,0.375,0.0,False,True,False,2
heico__1718925,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__1541988,number,8,2.0,0.954434002924965,0.625,0.0,False,True,False,3
lapchole__3451969,number,8,3.0,1.561278124459133,0.375,0.0,False,True,False,3
lapchole__1639183,number,8,2.0,0.954434002924965,0.625,0.0,False,True,True,5
lapchole__2371889,number,8,4.0,1.9056390622295665,0.375,0.0,False,True,True,1
lapchole__970059,number,8,4.0,1.5487949406953985,0.625,0.0,False,True,True,1
heico__25274,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__392673,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__3914687,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,False,3
lapchole__4747923,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,True,4
lapchole__3281156,number,8,3.0,1.561278124459133,0.375,0.0,False,True,True,2
lapchole__4074093,number,8,4.0,1.75,0.5,0.0,False,True,False,2
heico__138198,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4247860,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1230262,number,8,4.0,1.75,0.5,0.0,False,True,False,2
lapchole__4749556,number,8,4.0,1.811278124459133,0.375,0.0,False,True,False,3
lapchole__291147,number,8,2.0,1.0,0.5,0.0,True,False,False,0
lapchole__1597907,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,False,2
heico__1461817,number,8,3.0,1.561278124459133,0.375,0.0,False,True,True,3
lapchole__4247990,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,False,2
heico__1346129,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4799142,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,False,1
lapchole__970039,number,8,5.0,2.1556390622295662,0.375,0.0,False,True,True,2
lapchole__2102810,number,8,5.0,2.0,0.5,0.0,False,True,True,1
heico__1539251,number,8,2.0,1.0,0.5,0.0,True,False,False,0
lapchole__4840681,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1839160,number,8,3.0,1.061278124459133,0.75,0.0,False,True,True,6
heico__850722,number,8,4.0,1.5487949406953985,0.625,0.0,False,True,True,5
lapchole__3322782,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2177137,number,8,2.0,0.954434002924965,0.625,0.0,False,True,True,3
heico__1541939,number,8,4.0,1.9056390622295665,0.375,0.0,False,True,False,2
heico__975105,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__26580,number,8,3.0,1.061278124459133,0.75,0.0,False,True,True,6
heico__1908947,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__4125311,number,8,5.0,2.0,0.5,0.0,False,True,False,1
heico__1629345,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,False,1
lapchole__4005754,number,8,3.0,1.5,0.5,0.0,True,False,False,0
lapchole__1756200,number,8,5.0,2.0,0.5,0.0,False,True,True,4
lapchole__702691,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4539020,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__3870811,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,False,1
heico__505334,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1539597,number,8,2.0,0.954434002924965,0.625,0.0,False,True,False,3
heico__974541,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1839092,number,8,2.0,0.5435644431995964,0.875,0.0,True,False,False,0
heico__1839058,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__1958480,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__851175,number,8,2.0,0.954434002924965,0.625,0.0,False,True,False,5
heico__1118509,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,False,1
heico__1063315,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1906155,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__26832,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__974974,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__4748150,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,False,3
heico__728833,number,8,2.0,0.954434002924965,0.625,0.0,False,True,True,3
heico__83822,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__977490,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3251483,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,False,3
lapchole__2861798,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__731120,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4576479,number,8,3.0,1.4056390622295665,0.5,0.0,True,False,False,0
lapchole__3251992,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1063187,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,True,4
heico__232472,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__3115924,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1345293,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,False,1
heico__1121699,number,8,2.0,0.954434002924965,0.625,0.0,False,True,True,5
lapchole__2986423,number,8,3.0,1.5,0.5,0.0,False,True,True,4
heico__977438,number,8,5.0,2.1556390622295662,0.375,0.0,False,True,True,3
lapchole__823368,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
lapchole__2988175,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__26737,number,8,5.0,2.1556390622295662,0.375,0.0,False,True,False,3
lapchole__1638367,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__4623206,number,8,3.0,1.061278124459133,0.75,0.0,False,True,True,6
heico__1230033,number,8,5.0,2.0,0.5,0.0,False,True,False,4
lapchole__1506240,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__1905886,number,8,4.0,1.811278124459133,0.375,0.0,False,True,False,3
heico__1718566,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1342857,number,8,4.0,1.9056390622295665,0.375,0.0,False,True,False,2
heico__851522,number,8,2.0,0.954434002924965,0.625,0.0,False,True,True,5
lapchole__454220,number,8,4.0,1.9056390622295665,0.375,0.0,False,True,False,1
lapchole__3721596,number,8,4.0,1.811278124459133,0.375,0.0,False,True,True,3
heico__728702,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2022679,number,8,4.0,1.75,0.5,0.0,True,False,False,0
lapchole__2644047,number,8,3.0,1.2987949406953985,0.625,0.0,True,False,False,0
lapchole__266883,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,False,2
heico__1461399,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__3281080,number,8,5.0,2.0,0.5,0.0,False,True,False,1
heico__392019,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
lapchole__3720626,number,8,5.0,2.1556390622295662,0.375,0.0,False,True,False,3
heico__1462097,number,8,2.0,1.0,0.5,0.0,False,True,False,4
heico__731155,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,True,4
heico__1118768,number,8,2.0,1.0,0.5,0.0,False,True,False,4
heico__138333,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,False,1
heico__1836920,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1461472,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,False,3
heico__1120362,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__1063069,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__977441,number,8,5.0,2.0,0.5,0.0,False,True,True,4
lapchole__3453705,number,8,5.0,2.1556390622295662,0.375,0.0,False,True,True,1
lapchole__701760,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1718832,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__266783,number,8,3.0,1.561278124459133,0.375,0.0,False,True,False,2
lapchole__2103512,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__731145,number,8,4.0,1.75,0.5,0.0,True,False,False,0
heico__1836768,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__140329,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__84329,number,8,2.0,0.954434002924965,0.625,0.0,False,True,True,5
lapchole__5026595,number,8,2.0,0.954434002924965,0.625,0.0,False,True,True,3
lapchole__3914684,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,True,5
lapchole__2644028,number,8,4.0,1.5487949406953985,0.625,0.0,False,True,True,5
heico__731132,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1063058,number,8,1.0,0.0,1.0,0.0,True,True,True,8
