qID,answer_format,k,n_unique,entropy,mode_share,n_unparsed,zero_advantage,pass_at_k,greedy_correct,n_correct
heico__383183,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4241956,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,False,1
heico__609282,fo_class,8,2.0,0.954434002924965,0.625,0.0,False,True,True,5
heico__155755,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1861470,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__559906,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1332620,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4375194,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__3679793,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__1204244,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1687729,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__1635215,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1529294,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__4121836,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__478244,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__155746,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3955747,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__496794,fo_class,8,5.0,2.1556390622295662,0.375,0.0,False,True,False,2
lapchole__3328990,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__102518,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1328508,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__4367208,fo_class,8,2.0,0.8112781244591328,0.75,0.0,False,True,False,2
lapchole__3273964,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__716779,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__1278784,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1206608,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1574432,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__947360,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__304733,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1486462,fo_class,8,3.0,1.2987949406953985,0.625,0.0,False,True,True,5
heico__720364,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1072844,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__720264,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__444957,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2649832,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2210666,fo_class,8,1.0,0.0,1.0,0.0,True,False,False,0
lapchole__2886909,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1886653,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1060412,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1060503,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1219083,fo_class,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__1452388,fo_class,8,2.0,0.8112781244591328,0.75,0.0,False,True,False,2
lapchole__4379118,number,8,2.0,0.954434002924965,0.625,0.0,False,True,False,3
heico__1118765,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1632329,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,True,5
lapchole__4317580,number,8,4.0,1.5487949406953985,0.625,0.0,False,True,True,5
lapchole__4876278,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,True,5
lapchole__3540934,number,8,4.0,1.75,0.5,0.0,False,True,False,1
lapchole__265261,number,8,3.0,1.561278124459133,0.375,0.0,False,True,True,3
heico__1230191,number,8,5.0,2.1556390622295662,0.375,0.0,False,True,False,2
lapchole__2299382,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__267029,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,False,1
lapchole__2862238,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2371831,number,8,3.0,1.561278124459133,0.375,0.0,False,True,True,3
lapchole__2986423,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,True,3
lapchole__3324037,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__618273,number,8,4.0,1.9056390622295665,0.375,0.0,False,True,True,3
heico__1629739,number,8,5.0,2.25,0.25,0.0,False,True,True,2
heico__1118884,number,8,2.0,1.0,0.5,0.0,False,True,False,4
lapchole__4248135,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__2102820,number,8,2.0,1.0,0.5,0.0,False,True,False,4
lapchole__3801952,number,8,3.0,1.061278124459133,0.75,0.0,False,True,True,6
lapchole__3914671,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,True,4
lapchole__4007235,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3870114,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,True,4
lapchole__3251717,number,8,6.0,2.5,0.25,0.0,False,True,True,1
lapchole__4315981,number,8,6.0,2.5,0.25,0.0,False,True,False,1
lapchole__3914682,number,8,5.0,2.25,0.25,0.0,False,True,True,2
lapchole__362075,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,True,2
heico__1839140,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,True,5
heico__505120,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__394094,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1721180,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4842060,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,False,2
heico__1463795,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__453536,number,8,2.0,1.0,0.5,0.0,False,True,True,4
heico__1839368,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__26488,number,8,4.0,1.811278124459133,0.375,0.0,False,True,False,1
heico__1539053,number,8,5.0,2.1556390622295662,0.375,0.0,False,True,True,1
heico__1718387,number,8,4.0,1.811278124459133,0.375,0.0,False,True,True,3
lapchole__4623229,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__1639323,number,8,4.0,1.75,0.5,0.0,False,True,False,2
heico__24706,number,8,2.0,0.954434002924965,0.625,0.0,True,False,False,0
lapchole__1638367,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2102717,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,True,4
lapchole__2135729,number,8,3.0,1.2987949406953985,0.625,0.0,True,False,False,0
heico__392079,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1630100,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__731151,number,8,2.0,0.954434002924965,0.625,0.0,False,True,True,5
heico__83713,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__3720582,number,8,5.0,2.1556390622295662,0.375,0.0,False,True,True,3
heico__507483,number,8,4.0,1.75,0.5,0.0,False,True,True,4
lapchole__4748667,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1063157,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1629831,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3360290,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1119975,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__392625,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4175904,number,8,3.0,1.561278124459133,0.375,0.0,False,True,False,2
heico__1721299,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,False,3
lapchole__3961863,number,8,5.0,2.0,0.5,0.0,False,True,False,1
lapchole__361826,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,False,2
heico__977423,number,8,4.0,1.75,0.5,0.0,False,True,False,2
heico__1064453,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
lapchole__3116935,number,8,4.0,1.75,0.5,0.0,False,True,True,1
lapchole__4500401,number,8,4.0,1.811278124459133,0.375,0.0,False,True,True,3
lapchole__493388,number,8,4.0,1.75,0.5,0.0,False,True,True,2
heico__1343603,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
lapchole__454218,number,8,5.0,2.1556390622295662,0.375,0.0,False,True,True,1
lapchole__1273241,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3802117,number,8,4.0,1.9056390622295665,0.375,0.0,False,True,False,2
heico__1539415,number,8,2.0,0.5435644431995964,0.875,0.0,True,False,False,0
heico__1461432,number,8,2.0,0.954434002924965,0.625,0.0,False,True,False,3
lapchole__4380124,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,False,4
heico__1629363,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,False,2
lapchole__2389799,number,8,3.0,1.5,0.5,0.0,False,True,True,2
lapchole__4840848,number,8,4.0,1.9056390622295665,0.375,0.0,False,True,True,3
lapchole__4577914,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,False,3
heico__24641,number,8,3.0,1.061278124459133,0.75,0.0,False,True,True,6
heico__1837614,number,8,2.0,0.954434002924965,0.625,0.0,False,True,True,5
heico__392183,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1720419,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__85620,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1461472,number,8,3.0,1.561278124459133,0.375,0.0,False,True,False,3
heico__1905743,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,False,6
heico__1063188,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1343051,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__1459122,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,True,2
lapchole__2229087,number,8,4.0,1.811278124459133,0.375,0.0,False,True,True,1
heico__1063159,number,8,2.0,1.0,0.5,0.0,False,True,True,4
heico__234851,number,8,1.0,0.0,1.0,0.0,True,False,False,0
lapchole__3628553,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,True,4
heico__1630157,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1539266,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,False,1
lapchole__2389831,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__140339,number,8,3.0,1.061278124459133,0.75,0.0,False,True,True,6
heico__850751,number,8,5.0,2.1556390622295662,0.375,0.0,False,True,False,2
lapchole__2986279,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,True,4
heico__83630,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__138651,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__1064394,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__1959838,number,8,3.0,1.561278124459133,0.375,0.0,False,True,True,3
heico__1836722,number,8,2.0,1.0,0.5,0.0,False,True,True,4
heico__504918,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__850895,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__1629605,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__1343344,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1345300,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,False,2
heico__1906022,number,8,4.0,1.75,0.5,0.0,False,True,False,2
lapchole__4176203,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,False,1
heico__853324,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,2
heico__1118139,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,False,3
lapchole__1505061,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,False,3
lapchole__406482,number,8,3.0,1.5,0.5,0.0,False,True,False,2
lapchole__4074015,number,8,3.0,1.561278124459133,0.375,0.0,False,True,False,3
heico__1063278,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__85387,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__5026590,number,8,4.0,1.75,0.5,0.0,False,True,False,4
heico__505286,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__85647,number,8,2.0,0.954434002924965,0.625,0.0,False,True,True,5
lapchole__289755,number,8,4.0,1.811278124459133,0.375,0.0,False,True,True,3
heico__83641,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4840799,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,False,2
lapchole__2178118,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,True,5
heico__1461367,number,8,2.0,1.0,0.5,0.0,False,True,True,4
heico__976570,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__26790,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__620946,number,8,2.0,1.0,0.5,0.0,False,True,True,4
heico__1063294,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1064354,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,False,2
heico__1117978,number,8,4.0,1.9056390622295665,0.375,0.0,False,True,True,2
heico__1837035,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1838868,number,8,3.0,1.5,0.5,0.0,False,True,True,4
heico__83890,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1063147,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,False,1
lapchole__3916030,number,8,2.0,0.954434002924965,0.625,0.0,True,False,False,0
lapchole__824398,number,8,1.0,0.0,1.0,0.0,True,False,False,0
heico__138163,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__391998,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,True,3
heico__85456,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__492423,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__507350,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__85469,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,True,5
lapchole__702865,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2103155,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__701628,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
lapchole__1405732,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__1462251,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,False,1
lapchole__404769,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,False,4
heico__140751,number,8,2.0,0.954434002924965,0.625,0.0,False,True,True,5
lapchole__1681215,number,8,4.0,1.75,0.5,0.0,False,True,True,4
heico__1541996,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,True,2
heico__1063264,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1063111,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1461981,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1629723,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,True,4
heico__138233,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__24546,number,8,2.0,0.954434002924965,0.625,0.0,True,False,False,0
heico__1539144,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
lapchole__324640,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
lapchole__823231,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,False,4
heico__85443,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4799583,number,8,2.0,0.954434002924965,0.625,0.0,False,True,True,5
lapchole__4768143,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__1681056,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1539631,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1063106,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1629384,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4840704,number,8,2.0,0.954434002924965,0.625,0.0,True,False,False,0
lapchole__492165,number,8,5.0,2.1556390622295662,0.375,0.0,False,True,False,2
lapchole__4842184,number,8,3.0,1.5,0.5,0.0,False,True,True,2
heico__232620,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1343365,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
lapchole__1921084,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__506912,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__492529,number,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__504768,number,8,4.0,1.75,0.5,0.0,False,True,True,2
lapchole__4501232,number,8,4.0,1.811278124459133,0.375,0.0,False,True,True,3
heico__729245,number,8,3.0,1.5,0.5,0.0,False,True,True,4
lapchole__3914674,number,8,4.0,1.9056390622295665,0.375,0.0,False,True,False,2
lapchole__4576520,number,8,4.0,1.5487949406953985,0.625,0.0,False,True,True,5
lapchole__404748,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,True,4
heico__1063206,number,8,2.0,0.5435644431995964,0.875,0.0,False,True,False,1
lapchole__3541052,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,False,2
lapchole__4378550,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,False,4
lapchole__4439585,number,8,3.0,1.061278124459133,0.75,0.0,False,True,True,6
lapchole__267023,number,8,4.0,1.811278124459133,0.375,0.0,False,True,True,3
lapchole__2751623,number,8,2.0,0.954434002924965,0.625,0.0,True,False,False,0
heico__621067,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,True,5
lapchole__3802373,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,False,4
heico__1461416,number,8,4.0,1.9056390622295665,0.375,0.0,False,True,False,2
heico__1629554,number,8,2.0,0.954434002924965,0.625,0.0,False,True,True,5
lapchole__3961841,number,8,3.0,1.4056390622295665,0.5,0.0,True,False,False,0
lapchole__4623143,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,True,5
heico__1461589,number,8,4.0,1.9056390622295665,0.375,0.0,False,True,False,2
heico__1232698,number,8,2.0,0.8112781244591328,0.75,0.0,True,False,False,0
heico__729286,number,8,3.0,1.4056390622295665,0.5,0.0,False,True,False,3
heico__232665,number,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
lapchole__493503,number,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3543005,number,8,4.0,1.5487949406953985,0.625,0.0,False,True,True,5
lapchole__4840964,number,8,3.0,1.2987949406953985,0.625,0.0,False,True,False,2
lapchole__702675,number,8,2.0,0.954434002924965,0.625,0.0,False,True,True,5
