qID,video,gold_size,probe_pred,emitted_size,base_correct,corr_correct,oracle_correct,truncatable
heico__2045245,0020 - Heico - Sigma - 1.avi,1,1,1,True,True,True,False
heico__2045250,0020 - Heico - Sigma - 1.avi,1,1,1,True,True,True,False
heico__2045254,0020 - Heico - Sigma - 1.avi,1,1,1,True,True,True,False
heico__2045331,0020 - Heico - Sigma - 1.avi,1,1,1,True,True,True,False
heico__2045337,0020 - Heico - Sigma - 1.avi,1,1,1,True,True,True,False
heico__2045338,0020 - Heico - Sigma - 1.avi,1,1,1,True,True,True,False
heico__2045341,0020 - Heico - Sigma - 1.avi,1,1,1,True,True,True,False
heico__2045347,0020 - Heico - Sigma - 1.avi,1,1,1,True,True,True,False
heico__2045348,0020 - Heico - Sigma - 1.avi,1,1,1,True,True,True,False
heico__2045359,0020 - Heico - Sigma - 1.avi,1,2,1,True,True,True,False
heico__2045373,0020 - Heico - Sigma - 1.avi,1,1,1,True,True,True,False
heico__2045376,0020 - Heico - Sigma - 1.avi,1,1,1,True,True,True,False
heico__2045379,0020 - Heico - Sigma - 1.avi,1,2,1,True,True,True,False
heico__2045434,0020 - Heico - Sigma - 1.avi,1,1,1,True,True,True,False
heico__2045435,0020 - Heico - Sigma - 1.avi,1,1,1,True,True,True,False
heico__2045449,0020 - Heico - Sigma - 1.avi,1,1,1,True,True,True,False
heico__2045452,0020 - Heico - Sigma - 1.avi,1,1,1,True,True,True,False
heico__2112771,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112772,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112773,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112774,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112775,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112776,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112778,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112779,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112780,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112781,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112783,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112784,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112785,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112786,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112787,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112788,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112789,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112790,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112791,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112792,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112793,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112794,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112795,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112796,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112797,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112798,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112799,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112800,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112803,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112804,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112805,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112806,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112807,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112808,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112809,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112810,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112811,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112812,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112813,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112814,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112815,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112816,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112817,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112818,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112820,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112822,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112823,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112825,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112826,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112827,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112828,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112829,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112830,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112831,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112832,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112833,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112834,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112835,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2112836,0021 - Heico - Sigma - 2.avi,1,1,1,True,True,True,False
heico__2137865,0022 - Heico - Sigma - 3.avi,2,2,2,True,True,True,False
heico__2137872,0022 - Heico - Sigma - 3.avi,2,2,2,True,True,True,False
heico__2137873,0022 - Heico - Sigma - 3.avi,2,2,2,True,True,True,False
heico__2137918,0022 - Heico - Sigma - 3.avi,2,2,2,True,True,True,False
heico__2137995,0022 - Heico - Sigma - 3.avi,2,2,2,True,True,True,False
heico__2138004,0022 - Heico - Sigma - 3.avi,2,2,2,True,True,True,False
heico__2138014,0022 - Heico - Sigma - 3.avi,2,2,2,True,True,True,False
heico__2138018,0022 - Heico - Sigma - 3.avi,2,2,2,True,True,True,False
heico__2138057,0022 - Heico - Sigma - 3.avi,2,2,2,True,True,True,False
heico__2138058,0022 - Heico - Sigma - 3.avi,2,2,2,True,True,True,False
heico__2138131,0022 - Heico - Sigma - 3.avi,2,2,2,True,True,True,False
heico__2138165,0022 - Heico - Sigma - 3.avi,2,2,2,True,True,True,False
heico__2138180,0022 - Heico - Sigma - 3.avi,2,2,2,True,True,True,False
heico__2138195,0022 - Heico - Sigma - 3.avi,2,2,2,True,True,True,False
heico__2150006,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150017,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150019,0022 - Heico - Sigma - 3.avi,1,2,1,True,True,True,False
heico__2150025,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150040,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150046,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150055,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150063,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150105,0022 - Heico - Sigma - 3.avi,2,2,2,True,True,True,False
heico__2150133,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150135,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150138,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150151,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150154,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150156,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150159,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150163,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150169,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150172,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150180,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150184,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150188,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150246,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150255,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150260,0022 - Heico - Sigma - 3.avi,1,2,1,True,True,True,False
heico__2150262,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150279,0022 - Heico - Sigma - 3.avi,2,2,2,True,True,True,False
heico__2150285,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150299,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150301,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150322,0022 - Heico - Sigma - 3.avi,2,2,2,True,True,True,False
heico__2150356,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150371,0022 - Heico - Sigma - 3.avi,2,2,2,True,True,True,False
heico__2150392,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150408,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150430,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150437,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150465,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150476,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150478,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150481,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2150503,0022 - Heico - Sigma - 3.avi,1,1,1,True,True,True,False
heico__2211480,0023 - Heico - Sigma - 4.avi,2,2,2,True,True,True,False
heico__2211484,0023 - Heico - Sigma - 4.avi,2,2,2,True,True,True,False
heico__2211496,0023 - Heico - Sigma - 4.avi,2,2,2,True,True,True,False
heico__2211523,0023 - Heico - Sigma - 4.avi,2,2,2,True,True,True,False
heico__2211535,0023 - Heico - Sigma - 4.avi,2,2,2,True,True,True,False
heico__2211540,0023 - Heico - Sigma - 4.avi,2,2,2,True,True,True,False
heico__2211542,0023 - Heico - Sigma - 4.avi,2,2,2,True,True,True,False
heico__2211544,0023 - Heico - Sigma - 4.avi,2,2,2,True,True,True,False
heico__2211547,0023 - Heico - Sigma - 4.avi,2,2,2,True,True,True,False
heico__2211575,0023 - Heico - Sigma - 4.avi,2,2,2,True,True,True,False
heico__2211602,0023 - Heico - Sigma - 4.avi,2,2,2,True,True,True,False
heico__2221682,0023 - Heico - Sigma - 4.avi,1,1,1,True,True,True,False
heico__2221686,0023 - Heico - Sigma - 4.avi,1,1,1,True,True,True,False
heico__2221780,0023 - Heico - Sigma - 4.avi,1,1,1,True,True,True,False
heico__2221792,0023 - Heico - Sigma - 4.avi,1,1,1,True,True,True,False
heico__2221809,0023 - Heico - Sigma - 4.avi,1,1,1,True,True,True,False
heico__2221841,0023 - Heico - Sigma - 4.avi,1,1,1,True,True,True,False
heico__2221850,0023 - Heico - Sigma - 4.avi,1,1,1,True,True,True,False
heico__2221871,0023 - Heico - Sigma - 4.avi,1,1,1,True,True,True,False
heico__2221910,0023 - Heico - Sigma - 4.avi,1,1,1,True,True,True,False
heico__2221927,0023 - Heico - Sigma - 4.avi,1,1,1,True,True,True,False
heico__2221949,0023 - Heico - Sigma - 4.avi,1,1,1,True,True,True,False
heico__2221988,0023 - Heico - Sigma - 4.avi,1,1,1,True,True,True,False
heico__2221992,0023 - Heico - Sigma - 4.avi,1,1,1,True,True,True,False
heico__2222020,0023 - Heico - Sigma - 4.avi,1,1,1,True,True,True,False
heico__2222024,0023 - Heico - Sigma - 4.avi,1,1,1,True,True,True,False
heico__2222028,0023 - Heico - Sigma - 4.avi,1,2,1,True,True,True,False
heico__2222033,0023 - Heico - Sigma - 4.avi,1,1,1,True,True,True,False
heico__2222060,0023 - Heico - Sigma - 4.avi,1,1,1,True,True,True,False
heico__2222067,0023 - Heico - Sigma - 4.avi,1,1,1,True,True,True,False
heico__2222084,0023 - Heico - Sigma - 4.avi,1,1,1,True,True,True,False
heico__2222091,0023 - Heico - Sigma - 4.avi,1,1,1,True,True,True,False
heico__2222108,0023 - Heico - Sigma - 4.avi,1,1,1,True,True,True,False
heico__2222142,0023 - Heico - Sigma - 4.avi,1,1,1,True,True,True,False
heico__2222143,0023 - Heico - Sigma - 4.avi,1,1,1,True,True,True,False
heico__2278521,0024 - Heico - Sigma - 5.avi,2,2,2,True,True,True,False
heico__2278522,0024 - Heico - Sigma - 5.avi,2,2,2,True,True,True,False
heico__2278524,0024 - Heico - Sigma - 5.avi,2,2,2,True,True,True,False
heico__2278588,0024 - Heico - Sigma - 5.avi,2,2,2,True,True,True,False
heico__2278589,0024 - Heico - Sigma - 5.avi,2,2,2,True,True,True,False
heico__2278590,0024 - Heico - Sigma - 5.avi,2,2,2,True,True,True,False
heico__2278591,0024 - Heico - Sigma - 5.avi,2,2,2,True,True,True,False
heico__2278593,0024 - Heico - Sigma - 5.avi,2,2,2,True,True,True,False
heico__2278594,0024 - Heico - Sigma - 5.avi,2,2,2,True,True,True,False
heico__2278595,0024 - Heico - Sigma - 5.avi,2,2,2,True,True,True,False
heico__2278596,0024 - Heico - Sigma - 5.avi,2,2,2,True,True,True,False
heico__2278598,0024 - Heico - Sigma - 5.avi,2,2,2,True,True,True,False
heico__2278599,0024 - Heico - Sigma - 5.avi,2,2,2,True,True,True,False
heico__2278600,0024 - Heico - Sigma - 5.avi,2,2,2,True,True,True,False
heico__2278601,0024 - Heico - Sigma - 5.avi,2,2,2,True,True,True,False
heico__2278602,0024 - Heico - Sigma - 5.avi,2,2,2,True,True,True,False
heico__2298259,0024 - Heico - Sigma - 5.avi,1,1,1,True,True,True,False
heico__2298265,0024 - Heico - Sigma - 5.avi,1,1,1,True,True,True,False
heico__2298273,0024 - Heico - Sigma - 5.avi,1,1,1,True,True,True,False
heico__2298284,0024 - Heico - Sigma - 5.avi,1,1,1,True,True,True,False
heico__2298290,0024 - Heico - Sigma - 5.avi,1,1,1,True,True,True,False
heico__2298333,0024 - Heico - Sigma - 5.avi,1,1,1,True,True,True,False
heico__2298345,0024 - Heico - Sigma - 5.avi,1,1,1,True,True,True,False
heico__2298350,0024 - Heico - Sigma - 5.avi,1,2,1,True,True,True,False
heico__2298488,0024 - Heico - Sigma - 5.avi,1,1,1,True,True,True,False
heico__2298496,0024 - Heico - Sigma - 5.avi,1,1,1,True,True,True,False
heico__2298504,0024 - Heico - Sigma - 5.avi,1,2,1,True,True,True,False
heico__2298518,0024 - Heico - Sigma - 5.avi,1,1,1,True,True,True,False
heico__2298538,0024 - Heico - Sigma - 5.avi,2,2,2,True,True,True,False
heico__2298543,0024 - Heico - Sigma - 5.avi,1,1,1,True,True,True,False
heico__2298550,0024 - Heico - Sigma - 5.avi,1,2,1,True,True,True,False
heico__2298554,0024 - Heico - Sigma - 5.avi,1,1,1,True,True,True,False
heico__2298569,0024 - Heico - Sigma - 5.avi,1,2,1,True,True,True,False
heico__2298578,0024 - Heico - Sigma - 5.avi,1,1,1,True,True,True,False
heico__2298622,0024 - Heico - Sigma - 5.avi,1,1,1,True,True,True,False
heico__2298634,0024 - Heico - Sigma - 5.avi,1,1,1,True,True,True,False
heico__2298635,0024 - Heico - Sigma - 5.avi,1,1,1,True,True,True,False
heico__2298640,0024 - Heico - Sigma - 5.avi,1,1,1,True,True,True,False
heico__2298643,0024 - Heico - Sigma - 5.avi,1,1,1,True,True,True,False
heico__2298659,0024 - Heico - Sigma - 5.avi,1,2,1,True,True,True,False
heico__2298716,0024 - Heico - Sigma - 5.avi,2,2,2,True,True,True,False
heico__2405861,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405862,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405863,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405868,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405871,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405872,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405878,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405880,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405881,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405883,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405884,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405885,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405886,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405888,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405891,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405893,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405894,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405895,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405896,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405897,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405898,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405902,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405903,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405904,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405905,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405906,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405907,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405909,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405910,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405911,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405912,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405913,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405916,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405925,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405927,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405943,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405945,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405959,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405967,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405984,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405989,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405996,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405997,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2405999,0025 - Heico - Sigma - 6.avi,1,2,1,True,True,True,False
heico__2406003,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2406007,0025 - Heico - Sigma - 6.avi,1,2,1,True,True,True,False
heico__2406010,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2406013,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2406017,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2406019,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2406020,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2406021,0025 - Heico - Sigma - 6.avi,1,2,1,True,True,True,False
heico__2406023,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2406026,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2406033,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2406041,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2406046,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2406048,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2406050,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2406052,0025 - Heico - Sigma - 6.avi,1,2,1,True,True,True,False
heico__2406053,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2406057,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2406058,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2406059,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2406062,0025 - Heico - Sigma - 6.avi,1,1,1,True,True,True,False
heico__2441164,0026 - Heico - Sigma - 7.avi,2,2,2,True,True,True,False
heico__2441171,0026 - Heico - Sigma - 7.avi,2,2,2,True,True,True,False
heico__2441199,0026 - Heico - Sigma - 7.avi,2,2,2,True,True,True,False
heico__2441210,0026 - Heico - Sigma - 7.avi,2,2,2,True,True,True,False
heico__2441223,0026 - Heico - Sigma - 7.avi,2,2,2,True,True,True,False
heico__2441227,0026 - Heico - Sigma - 7.avi,2,2,2,True,True,True,False
heico__2441237,0026 - Heico - Sigma - 7.avi,2,2,2,True,True,True,False
heico__2441248,0026 - Heico - Sigma - 7.avi,2,2,2,True,True,True,False
heico__2441254,0026 - Heico - Sigma - 7.avi,2,2,2,True,True,True,False
heico__2441259,0026 - Heico - Sigma - 7.avi,2,2,2,True,True,True,False
heico__2441262,0026 - Heico - Sigma - 7.avi,2,2,2,True,True,True,False
heico__2441263,0026 - Heico - Sigma - 7.avi,2,2,2,True,True,True,False
heico__2441268,0026 - Heico - Sigma - 7.avi,2,2,2,True,True,True,False
heico__2441270,0026 - Heico - Sigma - 7.avi,2,2,2,True,True,True,False
heico__2452350,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452359,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452380,0026 - Heico - Sigma - 7.avi,1,2,1,True,True,True,False
heico__2452381,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452382,0026 - Heico - Sigma - 7.avi,1,2,1,True,True,True,False
heico__2452386,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452390,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452400,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452419,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452424,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452441,0026 - Heico - Sigma - 7.avi,2,2,2,True,True,True,False
heico__2452443,0026 - Heico - Sigma - 7.avi,2,2,2,True,True,True,False
heico__2452448,0026 - Heico - Sigma - 7.avi,2,2,2,True,True,True,False
heico__2452450,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452460,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452463,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452468,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452471,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452480,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452487,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452514,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452515,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452530,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452534,0026 - Heico - Sigma - 7.avi,2,1,2,True,False,False,True
heico__2452539,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452547,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452574,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452597,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452600,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452614,0026 - Heico - Sigma - 7.avi,2,2,2,True,True,True,False
heico__2452617,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452629,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452632,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452656,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452671,0026 - Heico - Sigma - 7.avi,2,2,2,True,True,True,False
heico__2452692,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452705,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452727,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452739,0026 - Heico - Sigma - 7.avi,2,1,2,True,False,False,True
heico__2452750,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452800,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452805,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452807,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2452837,0026 - Heico - Sigma - 7.avi,1,2,1,True,True,True,False
heico__2452846,0026 - Heico - Sigma - 7.avi,1,1,1,True,True,True,False
heico__2511921,0027 - Heico - Sigma - 8.avi,2,2,2,True,True,True,False
heico__2511924,0027 - Heico - Sigma - 8.avi,2,2,2,True,True,True,False
heico__2511926,0027 - Heico - Sigma - 8.avi,2,2,2,True,True,True,False
heico__2511941,0027 - Heico - Sigma - 8.avi,2,2,2,True,True,True,False
heico__2511947,0027 - Heico - Sigma - 8.avi,2,2,2,True,True,True,False
heico__2511954,0027 - Heico - Sigma - 8.avi,2,2,2,True,True,True,False
heico__2511958,0027 - Heico - Sigma - 8.avi,2,2,2,True,True,True,False
heico__2511966,0027 - Heico - Sigma - 8.avi,2,2,2,True,True,True,False
heico__2511967,0027 - Heico - Sigma - 8.avi,2,2,2,True,True,True,False
heico__2511974,0027 - Heico - Sigma - 8.avi,2,2,2,True,True,True,False
heico__2511982,0027 - Heico - Sigma - 8.avi,2,2,2,True,True,True,False
heico__2511983,0027 - Heico - Sigma - 8.avi,2,2,2,True,True,True,False
heico__2511985,0027 - Heico - Sigma - 8.avi,2,2,2,True,True,True,False
heico__2511989,0027 - Heico - Sigma - 8.avi,2,2,2,True,True,True,False
heico__2528799,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
heico__2528801,0027 - Heico - Sigma - 8.avi,1,1,1,True,True,True,False
