experiment,run,capability_group,distribution,answer_format,accuracy,n,floor,margin,ci_low,ci_high
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-2580,object_recognition,ID,fo_class,0.6152173913043478,920,0.2891304347826087,0.32608695652173914,0.5661851045749635,0.7021348993810541
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-2580,object_recognition,ID,multiple_choice,0.8333333333333334,90,0.36666666666666664,0.46666666666666673,0.6397817460317461,0.9166666666666666
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-2580,object_recognition,ID,open_ended,0.6013986013986014,286,0.5174825174825175,0.08391608391608385,0.5391779178163107,0.6893419650056991
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-2580,object_recognition,OOD,fo_class,0.6330484330484331,1755,0.36182336182336183,0.2712250712250712,0.570355689592517,0.716166878889445
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-2580,object_recognition,OOD,multiple_choice,0.7767857142857143,112,0.5,0.2767857142857143,0.5471338383838384,0.9197207287933095
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-2580,object_recognition,OOD,open_ended,0.689922480620155,258,0.49224806201550386,0.19767441860465118,0.5719865243273986,0.804679885196863
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-2580,temporal_grounding,ID,open_ended,0.0,1,1.0,-1.0,0.5391779178163107,0.6893419650056991
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-860,aggregation,ID,binary,0.75,176,0.6590909090909091,0.09090909090909094,0.6451763668430336,0.8376267636684304
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-860,aggregation,ID,number,0.2981770833333333,768,0.24088541666666666,0.05729166666666666,0.2425054383606062,0.33892383251710434
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-860,aggregation,ID,open_ended,0.09090909090909091,11,0.9090909090909091,-0.8181818181818181,0.5041583707346574,0.6663241035050382
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-860,aggregation,OOD,binary,0.7043795620437956,548,0.7262773722627737,-0.021897810218978075,0.5919549376062535,0.7748046799691536
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-860,aggregation,OOD,number,0.49019607843137253,1326,0.46907993966817496,0.021116138763197567,0.3981281219995779,0.6121799767135923
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-860,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.5881051459293395,0.830479588394062
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-860,object_recognition,ID,fo_class,0.5597826086956522,920,0.2891304347826087,0.2706521739130435,0.5110752545500156,0.6541212571408687
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-860,object_recognition,ID,multiple_choice,0.8,90,0.36666666666666664,0.4333333333333334,0.5504502442002442,0.8612980769230769
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-860,object_recognition,ID,open_ended,0.5769230769230769,286,0.5174825174825175,0.05944055944055937,0.5041583707346574,0.6663241035050382
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-860,object_recognition,OOD,fo_class,0.58005698005698,1755,0.36182336182336183,0.2182336182336182,0.5204858920371838,0.6884344803801035
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-860,object_recognition,OOD,multiple_choice,0.7321428571428571,112,0.5,0.2321428571428571,0.49410611491256656,0.8851071195829261
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-860,object_recognition,OOD,open_ended,0.7170542635658915,258,0.49224806201550386,0.22480620155038766,0.5881051459293395,0.830479588394062
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-860,temporal_grounding,ID,open_ended,0.0,1,1.0,-1.0,0.5041583707346574,0.6663241035050382
15-count-target,15_count_target_v1__checkpoint-1720,aggregation,ID,binary,0.8579545454545454,176,0.6590909090909091,0.19886363636363635,0.7703240740740741,0.9321064814814815
15-count-target,15_count_target_v1__checkpoint-1720,aggregation,ID,number,0.3177083333333333,768,0.24088541666666666,0.07682291666666666,0.27514418042938055,0.3676741835541184
15-count-target,15_count_target_v1__checkpoint-1720,aggregation,ID,open_ended,0.09090909090909091,11,0.9090909090909091,-0.8181818181818181,0.5395850631919434,0.7030698036790474
15-count-target,15_count_target_v1__checkpoint-1720,aggregation,OOD,binary,0.7609489051094891,548,0.7262773722627737,0.034671532846715425,0.6588511844515134,0.816024654621694
15-count-target,15_count_target_v1__checkpoint-1720,aggregation,OOD,number,0.4803921568627451,1326,0.46907993966817496,0.011312217194570151,0.40194840095287415,0.587549814969926
15-count-target,15_count_target_v1__checkpoint-1720,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.6231943359130965,0.8201243274269588
15-count-target,15_count_target_v1__checkpoint-1720,object_recognition,ID,fo_class,0.6173913043478261,920,0.2891304347826087,0.3282608695652174,0.5678515861518381,0.7081193252866861
15-count-target,15_count_target_v1__checkpoint-1720,object_recognition,ID,multiple_choice,0.8444444444444444,90,0.36666666666666664,0.4777777777777778,0.7083333333333334,0.9427808302808303
15-count-target,15_count_target_v1__checkpoint-1720,object_recognition,ID,open_ended,0.6048951048951049,286,0.5174825174825175,0.0874125874125874,0.5395850631919434,0.7030698036790474
15-count-target,15_count_target_v1__checkpoint-1720,object_recognition,OOD,fo_class,0.6188034188034188,1755,0.36182336182336183,0.256980056980057,0.5505155902213787,0.7329830204969531
15-count-target,15_count_target_v1__checkpoint-1720,object_recognition,OOD,multiple_choice,0.7410714285714286,112,0.5,0.2410714285714286,0.5027088085152601,0.9057659932659933
15-count-target,15_count_target_v1__checkpoint-1720,object_recognition,OOD,open_ended,0.7209302325581395,258,0.49224806201550386,0.22868217054263562,0.6231943359130965,0.8201243274269588
15-count-target,15_count_target_v1__checkpoint-1720,temporal_grounding,ID,open_ended,1.0,1,1.0,0.0,0.5395850631919434,0.7030698036790474
15-count-target,15_count_target_v1__checkpoint-2580,aggregation,ID,binary,0.8465909090909091,176,0.6590909090909091,0.1875,0.7580092592592593,0.9259259259259259
15-count-target,15_count_target_v1__checkpoint-2580,aggregation,ID,number,0.3580729166666667,768,0.24088541666666666,0.11718750000000003,0.3007419199610411,0.4067409581193742
15-count-target,15_count_target_v1__checkpoint-2580,aggregation,ID,open_ended,0.2727272727272727,11,0.9090909090909091,-0.6363636363636364,0.5674318078047069,0.7202446777807858
15-count-target,15_count_target_v1__checkpoint-2580,aggregation,OOD,binary,0.7463503649635036,548,0.7262773722627737,0.02007299270072993,0.6318627622377622,0.8106173382538514
15-count-target,15_count_target_v1__checkpoint-2580,aggregation,OOD,number,0.4638009049773756,1326,0.46907993966817496,-0.005279034690799378,0.3999675850449261,0.5575089394553465
15-count-target,15_count_target_v1__checkpoint-2580,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.5650006477534916,0.8080634223868943
15-count-target,15_count_target_v1__checkpoint-2580,object_recognition,ID,fo_class,0.6293478260869565,920,0.2891304347826087,0.3402173913043478,0.5769663943124755,0.7111337239457252
15-count-target,15_count_target_v1__checkpoint-2580,object_recognition,ID,multiple_choice,0.8666666666666667,90,0.36666666666666664,0.5,0.7528769841269841,0.9615575396825397
15-count-target,15_count_target_v1__checkpoint-2580,object_recognition,ID,open_ended,0.6258741258741258,286,0.5174825174825175,0.10839160839160833,0.5674318078047069,0.7202446777807858
15-count-target,15_count_target_v1__checkpoint-2580,object_recognition,OOD,fo_class,0.6262108262108262,1755,0.36182336182336183,0.2643874643874644,0.5587380927065065,0.7181938421332794
15-count-target,15_count_target_v1__checkpoint-2580,object_recognition,OOD,multiple_choice,0.7767857142857143,112,0.5,0.2767857142857143,0.5622822309112632,0.9492383512544802
15-count-target,15_count_target_v1__checkpoint-2580,object_recognition,OOD,open_ended,0.686046511627907,258,0.49224806201550386,0.1937984496124031,0.5650006477534916,0.8080634223868943
15-count-target,15_count_target_v1__checkpoint-2580,temporal_grounding,ID,open_ended,1.0,1,1.0,0.0,0.5674318078047069,0.7202446777807858
15-count-target,15_count_target_v1__checkpoint-860,aggregation,ID,binary,0.7613636363636364,176,0.6590909090909091,0.10227272727272729,0.675437610229277,0.8514219576719577
15-count-target,15_count_target_v1__checkpoint-860,aggregation,ID,number,0.3072916666666667,768,0.24088541666666666,0.06640625000000003,0.25670201853235924,0.35141832689082125
15-count-target,15_count_target_v1__checkpoint-860,aggregation,ID,open_ended,0.09090909090909091,11,0.9090909090909091,-0.8181818181818181,0.47035821263237226,0.6269338457993922
15-count-target,15_count_target_v1__checkpoint-860,aggregation,OOD,binary,0.6952554744525548,548,0.7262773722627737,-0.031021897810218912,0.5929329327470775,0.7590334566749041
15-count-target,15_count_target_v1__checkpoint-860,aggregation,OOD,number,0.4917043740573152,1326,0.46907993966817496,0.022624434389140247,0.40840156844458686,0.6032166308665735
15-count-target,15_count_target_v1__checkpoint-860,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.5344469173299818,0.8030106746394522
15-count-target,15_count_target_v1__checkpoint-860,object_recognition,ID,fo_class,0.5673913043478261,920,0.2891304347826087,0.27826086956521745,0.5203124225604392,0.651498570583038
15-count-target,15_count_target_v1__checkpoint-860,object_recognition,ID,multiple_choice,0.8111111111111111,90,0.36666666666666664,0.4444444444444445,0.6123130341880342,0.8928609584859585
15-count-target,15_count_target_v1__checkpoint-860,object_recognition,ID,open_ended,0.5559440559440559,286,0.5174825174825175,0.038461538461538436,0.47035821263237226,0.6269338457993922
15-count-target,15_count_target_v1__checkpoint-860,object_recognition,OOD,fo_class,0.5652421652421652,1755,0.36182336182336183,0.20341880341880336,0.5064617950683592,0.6716926454568096
15-count-target,15_count_target_v1__checkpoint-860,object_recognition,OOD,multiple_choice,0.7410714285714286,112,0.5,0.2410714285714286,0.4590366025849897,0.8611559139784947
15-count-target,15_count_target_v1__checkpoint-860,object_recognition,OOD,open_ended,0.6782945736434108,258,0.49224806201550386,0.18604651162790697,0.5344469173299818,0.8030106746394522
15-count-target,15_count_target_v1__checkpoint-860,temporal_grounding,ID,open_ended,1.0,1,1.0,0.0,0.47035821263237226,0.6269338457993922
20-judge-swap,Qwen3-4B,aggregation,ID,binary,0.8295454545454546,176,0.6590909090909091,0.17045454545454553,0.7382561728395062,0.9151311728395062
20-judge-swap,Qwen3-4B,aggregation,ID,number,0.34765625,768,0.24088541666666666,0.10677083333333334,0.2879047385678484,0.40141936940717693
20-judge-swap,Qwen3-4B,aggregation,ID,open_ended,0.18181818181818182,11,0.9090909090909091,-0.7272727272727273,0.5722223952226578,0.7244200341121295
20-judge-swap,Qwen3-4B,aggregation,OOD,binary,0.7627737226277372,548,0.7262773722627737,0.03649635036496357,0.6622230313546104,0.8198048990483201
20-judge-swap,Qwen3-4B,aggregation,OOD,number,0.46907993966817496,1326,0.46907993966817496,0.0,0.40758980505126063,0.5534981502265789
20-judge-swap,Qwen3-4B,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.5693364464482885,0.7950980883151936
20-judge-swap,Qwen3-4B,object_recognition,ID,fo_class,0.6391304347826087,920,0.2891304347826087,0.35,0.5901614943168174,0.7233941060781443
20-judge-swap,Qwen3-4B,object_recognition,ID,multiple_choice,0.8333333333333334,90,0.36666666666666664,0.46666666666666673,0.6588789682539683,0.9235615079365079
20-judge-swap,Qwen3-4B,object_recognition,ID,open_ended,0.6363636363636364,286,0.5174825174825175,0.11888111888111885,0.5722223952226578,0.7244200341121295
20-judge-swap,Qwen3-4B,object_recognition,OOD,fo_class,0.6330484330484331,1755,0.36182336182336183,0.2712250712250712,0.567533643965596,0.7304647419110266
20-judge-swap,Qwen3-4B,object_recognition,OOD,multiple_choice,0.7946428571428571,112,0.5,0.2946428571428571,0.5529898446833932,0.953412485065711
20-judge-swap,Qwen3-4B,object_recognition,OOD,open_ended,0.689922480620155,258,0.49224806201550386,0.19767441860465118,0.5693364464482885,0.7950980883151936
20-judge-swap,Qwen3-4B,temporal_grounding,ID,open_ended,0.0,1,1.0,-1.0,0.5722223952226578,0.7244200341121295
20-judge-swap,Qwen3_5-4B,aggregation,ID,binary,0.8295454545454546,176,0.6590909090909091,0.17045454545454553,0.7382561728395062,0.9151311728395062
20-judge-swap,Qwen3_5-4B,aggregation,ID,number,0.34765625,768,0.24088541666666666,0.10677083333333334,0.2879047385678484,0.40141936940717693
20-judge-swap,Qwen3_5-4B,aggregation,ID,open_ended,0.18181818181818182,11,0.9090909090909091,-0.7272727272727273,0.5927204122470666,0.7461663235369905
20-judge-swap,Qwen3_5-4B,aggregation,OOD,binary,0.7627737226277372,548,0.7262773722627737,0.03649635036496357,0.6622230313546104,0.8198048990483201
20-judge-swap,Qwen3_5-4B,aggregation,OOD,number,0.46907993966817496,1326,0.46907993966817496,0.0,0.40758980505126063,0.5534981502265789
20-judge-swap,Qwen3_5-4B,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.4960787567271438,0.7081649635452266
20-judge-swap,Qwen3_5-4B,object_recognition,ID,fo_class,0.6391304347826087,920,0.2891304347826087,0.35,0.5901614943168174,0.7233941060781443
20-judge-swap,Qwen3_5-4B,object_recognition,ID,multiple_choice,0.8333333333333334,90,0.36666666666666664,0.46666666666666673,0.6588789682539683,0.9235615079365079
20-judge-swap,Qwen3_5-4B,object_recognition,ID,open_ended,0.6538461538461539,286,0.5174825174825175,0.13636363636363635,0.5927204122470666,0.7461663235369905
20-judge-swap,Qwen3_5-4B,object_recognition,OOD,fo_class,0.6330484330484331,1755,0.36182336182336183,0.2712250712250712,0.567533643965596,0.7304647419110266
20-judge-swap,Qwen3_5-4B,object_recognition,OOD,multiple_choice,0.7946428571428571,112,0.5,0.2946428571428571,0.5529898446833932,0.953412485065711
20-judge-swap,Qwen3_5-4B,object_recognition,OOD,open_ended,0.6124031007751938,258,0.49224806201550386,0.12015503875968991,0.4960787567271438,0.7081649635452266
20-judge-swap,Qwen3_5-4B,temporal_grounding,ID,open_ended,0.0,1,1.0,-1.0,0.5927204122470666,0.7461663235369905
23-backbone-screen,23a_qwen36_27b_bf16,aggregation,ID,binary,0.625,176,0.6590909090909091,-0.03409090909090906,0.5151410934744268,0.7221792328042328
23-backbone-screen,23a_qwen36_27b_bf16,aggregation,ID,number,0.09635416666666667,768,0.24088541666666666,-0.14453125,0.06665458031497395,0.15548003379274272
23-backbone-screen,23a_qwen36_27b_bf16,aggregation,ID,open_ended,0.09090909090909091,11,0.9090909090909091,-0.8181818181818181,0.48519656281801765,0.6756345985363843
23-backbone-screen,23a_qwen36_27b_bf16,aggregation,OOD,binary,0.6788321167883211,548,0.7262773722627737,-0.04744525547445255,0.5411064149666123,0.7740098251529172
23-backbone-screen,23a_qwen36_27b_bf16,aggregation,OOD,number,0.16289592760180996,1326,0.46907993966817496,-0.30618401206636503,0.13053660049579444,0.21716555568832177
23-backbone-screen,23a_qwen36_27b_bf16,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.5181095278518877,0.7855474302013775
23-backbone-screen,23a_qwen36_27b_bf16,object_recognition,ID,fo_class,0.22391304347826088,920,0.2891304347826087,-0.06521739130434781,0.18127934558965086,0.2798781078873342
23-backbone-screen,23a_qwen36_27b_bf16,object_recognition,ID,multiple_choice,0.7,90,0.36666666666666664,0.3333333333333333,0.4850269274376417,0.8002125850340137
23-backbone-screen,23a_qwen36_27b_bf16,object_recognition,ID,open_ended,0.5384615384615384,286,0.5174825174825175,0.020979020979020935,0.48519656281801765,0.6756345985363843
23-backbone-screen,23a_qwen36_27b_bf16,object_recognition,OOD,fo_class,0.26894586894586897,1755,0.36182336182336183,-0.09287749287749286,0.23303991456274928,0.3016488978391024
23-backbone-screen,23a_qwen36_27b_bf16,object_recognition,OOD,multiple_choice,0.6428571428571429,112,0.5,0.1428571428571429,0.3563146247420441,0.8090540259223055
23-backbone-screen,23a_qwen36_27b_bf16,object_recognition,OOD,open_ended,0.6201550387596899,258,0.49224806201550386,0.12790697674418605,0.5181095278518877,0.7855474302013775
23-backbone-screen,23a_qwen36_27b_bf16,temporal_grounding,ID,open_ended,1.0,1,1.0,0.0,0.48519656281801765,0.6756345985363843
24-geometric-aug,24_flip_p25_v1__ep1_full,aggregation,ID,binary,0.7102272727272727,176,0.6590909090909091,0.051136363636363646,0.601117724867725,0.8113040123456788
24-geometric-aug,24_flip_p25_v1__ep1_full,aggregation,ID,number,0.3098958333333333,768,0.24088541666666666,0.06901041666666666,0.2591138714447822,0.36150961422770933
24-geometric-aug,24_flip_p25_v1__ep1_full,aggregation,ID,open_ended,0.09090909090909091,11,0.9090909090909091,-0.8181818181818181,0.4953242705153157,0.6733236191475425
24-geometric-aug,24_flip_p25_v1__ep1_full,aggregation,OOD,binary,0.8065693430656934,548,0.7262773722627737,0.08029197080291972,0.6981895286730813,0.860057491302557
24-geometric-aug,24_flip_p25_v1__ep1_full,aggregation,OOD,number,0.45324283559577677,1326,0.46907993966817496,-0.01583710407239819,0.38737623440231117,0.5546039320233086
24-geometric-aug,24_flip_p25_v1__ep1_full,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.5874211597542242,0.8534088407206828
24-geometric-aug,24_flip_p25_v1__ep1_full,object_recognition,ID,fo_class,0.5760869565217391,920,0.2891304347826087,0.28695652173913044,0.5180374051941093,0.656126694529594
24-geometric-aug,24_flip_p25_v1__ep1_full,object_recognition,ID,multiple_choice,0.7666666666666667,90,0.36666666666666664,0.4000000000000001,0.5566849816849817,0.8690476190476191
24-geometric-aug,24_flip_p25_v1__ep1_full,object_recognition,ID,open_ended,0.5804195804195804,286,0.5174825174825175,0.06293706293706292,0.4953242705153157,0.6733236191475425
24-geometric-aug,24_flip_p25_v1__ep1_full,object_recognition,OOD,fo_class,0.6245014245014245,1755,0.36182336182336183,0.2626780626780627,0.5691693537776722,0.6985616792139115
24-geometric-aug,24_flip_p25_v1__ep1_full,object_recognition,OOD,multiple_choice,0.8035714285714286,112,0.5,0.3035714285714286,0.5635130878679265,0.9814814814814815
24-geometric-aug,24_flip_p25_v1__ep1_full,object_recognition,OOD,open_ended,0.7441860465116279,258,0.49224806201550386,0.25193798449612403,0.5874211597542242,0.8534088407206828
24-geometric-aug,24_flip_p25_v1__ep1_full,temporal_grounding,ID,open_ended,1.0,1,1.0,0.0,0.4953242705153157,0.6733236191475425
24-geometric-aug,24_flip_p25_v1__ep2_full,aggregation,ID,binary,0.8352272727272727,176,0.6590909090909091,0.17613636363636365,0.7627976190476191,0.9077380952380951
24-geometric-aug,24_flip_p25_v1__ep2_full,aggregation,ID,number,0.3736979166666667,768,0.24088541666666666,0.13281250000000003,0.3257940965325696,0.4351818192732471
24-geometric-aug,24_flip_p25_v1__ep2_full,aggregation,ID,open_ended,0.45454545454545453,11,0.9090909090909091,-0.45454545454545453,0.6136894742599837,0.760843644858876
24-geometric-aug,24_flip_p25_v1__ep2_full,aggregation,OOD,binary,0.7791970802919708,548,0.7262773722627737,0.0529197080291971,0.6693710198792435,0.8397585895464185
24-geometric-aug,24_flip_p25_v1__ep2_full,aggregation,OOD,number,0.4879336349924585,1326,0.46907993966817496,0.018853695324283548,0.39866497081220237,0.5928071797708048
24-geometric-aug,24_flip_p25_v1__ep2_full,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.632844300266796,0.8762644092749357
24-geometric-aug,24_flip_p25_v1__ep2_full,object_recognition,ID,fo_class,0.6934782608695652,920,0.2891304347826087,0.4043478260869565,0.6409158297894069,0.7664206725308018
24-geometric-aug,24_flip_p25_v1__ep2_full,object_recognition,ID,multiple_choice,0.9111111111111111,90,0.36666666666666664,0.5444444444444445,0.7724244505494505,0.9881181318681319
24-geometric-aug,24_flip_p25_v1__ep2_full,object_recognition,ID,open_ended,0.6853146853146853,286,0.5174825174825175,0.1678321678321678,0.6136894742599837,0.760843644858876
24-geometric-aug,24_flip_p25_v1__ep2_full,object_recognition,OOD,fo_class,0.7356125356125356,1755,0.36182336182336183,0.37378917378917376,0.6691318470439476,0.808164487886607
24-geometric-aug,24_flip_p25_v1__ep2_full,object_recognition,OOD,multiple_choice,0.8214285714285714,112,0.5,0.3214285714285714,0.6060329097425872,0.985663082437276
24-geometric-aug,24_flip_p25_v1__ep2_full,object_recognition,OOD,open_ended,0.7596899224806202,258,0.49224806201550386,0.2674418604651163,0.632844300266796,0.8762644092749357
24-geometric-aug,24_flip_p25_v1__ep2_full,temporal_grounding,ID,open_ended,1.0,1,1.0,0.0,0.6136894742599837,0.760843644858876
24-geometric-aug,24_flip_p25_v1__ep3_full,aggregation,ID,binary,0.8522727272727273,176,0.6590909090909091,0.19318181818181823,0.7768132716049383,0.9295436507936508
24-geometric-aug,24_flip_p25_v1__ep3_full,aggregation,ID,number,0.4049479166666667,768,0.24088541666666666,0.16406250000000003,0.3538099726828516,0.4799950349208749
24-geometric-aug,24_flip_p25_v1__ep3_full,aggregation,ID,open_ended,0.45454545454545453,11,0.9090909090909091,-0.45454545454545453,0.5987202529613244,0.7523159668879206
24-geometric-aug,24_flip_p25_v1__ep3_full,aggregation,OOD,binary,0.8065693430656934,548,0.7262773722627737,0.08029197080291972,0.704101657114815,0.8625858395989975
24-geometric-aug,24_flip_p25_v1__ep3_full,aggregation,OOD,number,0.5030165912518854,1326,0.46907993966817496,0.0339366515837104,0.4255640214040123,0.6073645648205167
24-geometric-aug,24_flip_p25_v1__ep3_full,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.6802071107302431,0.9020150616926933
24-geometric-aug,24_flip_p25_v1__ep3_full,object_recognition,ID,fo_class,0.7032608695652174,920,0.2891304347826087,0.4141304347826087,0.6541277960117904,0.7808321295282463
24-geometric-aug,24_flip_p25_v1__ep3_full,object_recognition,ID,multiple_choice,0.9555555555555556,90,0.36666666666666664,0.588888888888889,0.8552655677655677,1.0
24-geometric-aug,24_flip_p25_v1__ep3_full,object_recognition,ID,open_ended,0.6713286713286714,286,0.5174825174825175,0.15384615384615385,0.5987202529613244,0.7523159668879206
24-geometric-aug,24_flip_p25_v1__ep3_full,object_recognition,OOD,fo_class,0.7270655270655271,1755,0.36182336182336183,0.36524216524216524,0.6545383905683875,0.8109322942083287
24-geometric-aug,24_flip_p25_v1__ep3_full,object_recognition,OOD,multiple_choice,0.8392857142857143,112,0.5,0.3392857142857143,0.6210858585858585,1.0
24-geometric-aug,24_flip_p25_v1__ep3_full,object_recognition,OOD,open_ended,0.7868217054263565,258,0.49224806201550386,0.2945736434108527,0.6802071107302431,0.9020150616926933
24-geometric-aug,24_flip_p25_v1__ep3_full,temporal_grounding,ID,open_ended,1.0,1,1.0,0.0,0.5987202529613244,0.7523159668879206
